pca_components,kmeans_clusters,pca_explained_var,inertia_mean,inertia_std,silhouette_mean,silhouette_std,min_cluster_size_min,min_cluster_size_mean,max_cluster_size_max,max_cluster_size_mean,cluster_size_ratio_max,cluster_size_ratio_mean,runs,model_name,model_display,source_file,inertia_value,silhouette_value,min_cluster_size,cluster_size_ratio,fold_eligible
5,6,0.6407776163881933,6.913049591384636,0.0139067333979207,0.2779898964476681,0.0129219532625096,17,17.8,52,46.4,3.0588235294117645,2.617956656346749,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,6.913049591384636,0.2779898964476681,17,3.0588235294117645,True
5,7,0.6407776163881933,6.129407973374864,0.0099875035373527,0.2742892645634268,0.0017899829774511,15,16.0,41,39.0,2.5625,2.439019607843137,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,6.129407973374864,0.2742892645634268,15,2.5625,True
5,8,0.6407776163881933,5.5570888281430495,0.0206526549443621,0.2775750001290697,0.0032995116814177,16,16.8,37,34.4,2.3125,2.050735294117647,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,5.5570888281430495,0.2775750001290697,16,2.3125,True
5,9,0.6407776163881933,5.104121402094268,0.0575787455841592,0.2784934743109818,0.0037789785256565,14,15.4,33,30.8,2.357142857142857,2.0128011204481795,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,5.104121402094268,0.2784934743109818,14,2.357142857142857,True
6,2,0.6766192909968564,15.333903547673248,0.0,0.3709363078567638,0.0,101,101.0,102,102.0,1.00990099009901,1.00990099009901,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,15.333903547673248,0.3709363078567638,101,1.00990099009901,True
6,3,0.6766192909968564,12.424143253810888,0.0009153168801066,0.3207412754763646,0.0004916728922839,49,49.6,102,102.0,2.0816326530612246,2.0566530612244898,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,12.424143253810888,0.3207412754763646,49,2.0816326530612246,True
6,4,0.6766192909968564,9.954110279090244,0.0007473531030728,0.3065786653071687,5.96101912802156e-05,32,32.0,70,70.0,2.1875,2.1875,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,9.954110279090244,0.3065786653071687,32,2.1875,True
6,5,0.6766192909968564,8.748783094800668,0.0465663205868,0.296838216144382,0.0057799392749542,16,17.8,70,70.0,4.375,3.9499914000687992,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,8.748783094800668,0.296838216144382,16,4.375,True
6,6,0.6766192909968564,7.749421843674074,0.0111820235906487,0.2663120892987501,0.0017090679798976,16,17.4,45,45.0,2.8125,2.6017801857585137,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,7.749421843674074,0.2663120892987501,16,2.8125,True
6,7,0.6766192909968564,6.913939546340458,0.0053819759675943,0.267262603033879,0.0011727741356834,17,17.0,42,39.2,2.4705882352941178,2.3058823529411763,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,6.913939546340458,0.267262603033879,17,2.4705882352941178,True
6,8,0.6766192909968564,6.272464346544224,0.0071584488421864,0.272056012278955,0.0008183883113227,16,16.8,33,31.8,1.9411764705882353,1.8933823529411764,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,6.272464346544224,0.272056012278955,16,1.9411764705882353,True
6,9,0.6766192909968564,5.777040996457818,0.0489528111140779,0.2764054587379191,0.0036271767059374,14,14.4,33,31.0,2.357142857142857,2.155238095238095,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,5.777040996457818,0.2764054587379191,14,2.357142857142857,True
7,2,0.7073464570827083,16.4862134599793,0.0,0.353620316954169,0.0,101,101.0,102,102.0,1.00990099009901,1.00990099009901,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,16.4862134599793,0.353620316954169,101,1.00990099009901,True
7,3,0.7073464570827083,13.567276395223042,0.003431110035192,0.3019963408892077,0.0007772035585449,48,49.6,102,102.0,2.125,2.057,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,13.567276395223042,0.3019963408892077,48,2.125,True
7,4,0.7073464570827083,11.099959821392508,0.0035721598815601,0.2857096454251155,0.0008944326638861,32,32.6,70,69.4,2.1875,2.129545454545455,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,11.099959821392508,0.2857096454251155,32,2.1875,True
7,5,0.7073464570827083,9.869009485588789,0.0026018614693301,0.2773055417736541,0.000794387193327,16,17.6,70,69.4,4.3125,3.960952012383901,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,9.869009485588789,0.2773055417736541,16,4.3125,True
7,6,0.7073464570827083,8.838129865132922,0.0224128899288249,0.2479861034734529,0.0018902418003026,16,18.0,45,44.6,2.8125,2.491911764705882,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,8.838129865132922,0.2479861034734529,16,2.8125,True
7,7,0.7073464570827083,7.952390455566371,0.010555596404304,0.2500419171333088,0.0006093613078494,17,17.0,43,39.6,2.5294117647058822,2.329411764705882,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,7.952390455566371,0.2500419171333088,17,2.5294117647058822,True
7,8,0.7073464570827083,7.359248521004981,0.0412774108805411,0.2476520648898074,0.0046926682927032,16,16.4,31,30.8,1.9375,1.8794117647058823,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,7.359248521004981,0.2476520648898074,16,1.9375,True
7,9,0.7073464570827083,6.817829971193423,0.0625735947454491,0.2523313798230516,0.0082281376505153,14,15.4,31,30.4,2.2142857142857144,1.9803571428571431,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,6.817829971193423,0.2523313798230516,14,2.2142857142857144,True
8,2,0.73359529715247,17.472311448231117,0.0,0.3405322547225345,0.0,101,101.0,102,102.0,1.00990099009901,1.00990099009901,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,17.472311448231117,0.3405322547225345,101,1.00990099009901,True
8,3,0.73359529715247,14.536889697156557,0.0,0.2889999540309762,0.0,50,50.0,102,102.0,2.04,2.04,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,14.536889697156557,0.2889999540309762,50,2.04,True
8,4,0.73359529715247,12.057145669598636,0.005023957855242,0.2727787476469106,0.0018519038624619,29,30.8,73,71.2,2.5172413793103448,2.319396551724138,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,12.057145669598636,0.2727787476469106,29,2.5172413793103448,True
8,5,0.73359529715247,10.860415776165649,0.0602126956612673,0.2569477714235993,0.0090816122097566,16,18.8,70,66.2,4.375,3.587752469408816,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,10.860415776165649,0.2569477714235993,16,4.375,True
8,6,0.73359529715247,9.80209402766689,0.026530034054206,0.2298370708517995,0.0024175317599184,16,18.2,46,44.2,2.8125,2.4727240896358547,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,9.80209402766689,0.2298370708517995,16,2.8125,True
8,7,0.73359529715247,8.90896211377661,0.0234981256237031,0.2346903994826956,0.0028369524009647,15,17.4,41,39.4,2.533333333333333,2.2781836945304437,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,8.90896211377661,0.2346903994826956,15,2.533333333333333,True
8,8,0.73359529715247,8.250959407673133,0.0256383757433719,0.2317909703312634,0.0035939675597341,16,16.8,35,31.8,2.0625,1.8947712418300653,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,8.250959407673133,0.2317909703312634,16,2.0625,True
8,9,0.73359529715247,7.752125941306308,0.0544421443032,0.2325159092660079,0.0057143352189314,12,14.4,37,32.2,3.0833333333333335,2.2875,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,7.752125941306308,0.2325159092660079,12,3.0833333333333335,True
10,2,0.7686798408353833,18.78995291165245,0.0,0.3242170147649483,0.0,101,101.0,102,102.0,1.00990099009901,1.00990099009901,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,18.78995291165245,0.3242170147649483,101,1.00990099009901,True
10,3,0.7686798408353833,15.844069619137926,0.0044898473602196,0.271542079517084,0.0010381434035373,49,49.6,102,102.0,2.0816326530612246,2.0566530612244898,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,15.844069619137926,0.271542079517084,49,2.0816326530612246,True
10,4,0.7686798408353833,13.316736560281509,0.0033885285818846,0.2556033449906051,0.0013851363138258,30,31.4,72,70.6,2.4,2.2505645161290326,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,13.316736560281509,0.2556033449906051,30,2.4,True
10,5,0.7686798408353833,12.067899458812311,0.0117759943993661,0.2449145559991482,0.002250754361161,16,17.2,73,71.0,4.375,4.138777089783281,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,12.067899458812311,0.2449145559991482,16,4.375,True
10,6,0.7686798408353833,10.96974167784939,0.0140602649620235,0.2169184404195459,0.0017369001128541,16,16.4,47,45.4,2.9375,2.7727941176470585,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,10.96974167784939,0.2169184404195459,16,2.9375,True
10,7,0.7686798408353833,10.0747834135078,0.0114050986997315,0.2180764862333192,0.0022467186981296,16,16.8,45,41.0,2.6470588235294117,2.440441176470588,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,10.0747834135078,0.2180764862333192,16,2.6470588235294117,True
10,8,0.7686798408353833,9.44235755348453,0.0549512485256839,0.2140804143360312,0.0024026943921775,16,16.6,34,32.6,2.125,1.9669117647058825,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,9.44235755348453,0.2140804143360312,16,2.125,True
10,9,0.7686798408353833,8.850486908371945,0.0257868381279143,0.2152852200985768,0.0023289169058871,12,14.0,37,31.4,2.8461538461538463,2.2867307692307692,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,8.850486908371945,0.2152852200985768,12,2.8461538461538463,True
12,2,0.7971227955099929,19.85795954456899,0.0,0.3134961050153378,0.0,101,101.0,102,102.0,1.00990099009901,1.00990099009901,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,19.85795954456899,0.3134961050153378,101,1.00990099009901,True
12,3,0.7971227955099929,16.863478320133563,0.0004463750314193,0.2634695283903289,0.0005104757697124,49,49.4,102,102.0,2.0816326530612246,2.0649795918367344,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,16.863478320133563,0.2634695283903289,49,2.0816326530612246,True
12,4,0.7971227955099929,14.324693031512748,0.0010190660343221,0.2470439509361253,0.0015624062142194,29,30.8,73,71.2,2.5172413793103448,2.316512791991101,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,14.324693031512748,0.2470439509361253,29,2.5172413793103448,True
12,5,0.7971227955099929,13.073899209693872,0.0284644281324034,0.2344847498486843,0.0015828985462921,16,20.0,72,70.6,4.375,3.570238095238095,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,13.073899209693872,0.2344847498486843,16,4.375,True
12,6,0.7971227955099929,11.966863863954472,0.0090346528336624,0.203721344292063,0.0010298936687923,17,18.6,47,45.6,2.6470588235294117,2.46500073713696,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,11.966863863954472,0.203721344292063,17,2.6470588235294117,True
12,7,0.7971227955099929,11.022941882465492,0.027851280873227,0.2080285631062473,0.0023120239410511,16,16.4,47,41.4,2.764705882352941,2.524264705882353,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,11.022941882465492,0.2080285631062473,16,2.764705882352941,True
12,8,0.7971227955099929,10.33545696277262,0.0408047881381211,0.2060022057510584,0.0027591980947938,14,15.8,39,35.4,2.7857142857142856,2.2605742296918767,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,10.33545696277262,0.2060022057510584,14,2.7857142857142856,True
12,9,0.7971227955099929,9.777397735628949,0.0322817101596979,0.2066449655197921,0.0038950517166981,14,15.2,33,32.0,2.357142857142857,2.117857142857143,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,9.777397735628949,0.2066449655197921,14,2.357142857142857,True
15,2,0.8330976046441976,21.203319945882775,0.0,0.2998612653486202,0.0,101,101.0,102,102.0,1.00990099009901,1.00990099009901,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,21.203319945882775,0.2998612653486202,101,1.00990099009901,True
15,3,0.8330976046441976,18.200870287338923,0.0009563213809494,0.2483321379682373,3.4905978093002416e-05,50,50.0,102,102.0,2.04,2.04,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,18.200870287338923,0.2483321379682373,50,2.04,True
15,4,0.8330976046441976,15.65747328403308,0.0030544788604761,0.2312889899700045,0.0016814906824457,29,32.0,73,70.0,2.5172413793103448,2.1954937304075233,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,15.65747328403308,0.2312889899700045,29,2.5172413793103448,True
15,5,0.8330976046441976,14.388508129325729,0.0272981471348395,0.2184718840143176,0.0032513809114949,16,17.6,72,68.8,4.3125,3.9525375939849625,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,14.388508129325729,0.2184718840143176,16,4.3125,True
15,6,0.8330976046441976,13.249337664491708,0.0676079783662908,0.1908355561502665,0.0018393596426292,16,17.2,45,45.0,2.8125,2.645483193277311,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,13.249337664491708,0.1908355561502665,16,2.8125,True
15,7,0.8330976046441976,12.350178116722828,0.0341567221330523,0.1909465996480725,0.00253186728919,15,16.0,44,40.0,2.75,2.505294117647059,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,12.350178116722828,0.1909465996480725,15,2.75,True
15,8,0.8330976046441976,11.639800388605549,0.0444394597551573,0.1926935710877494,0.0054580765923155,15,15.8,44,38.0,2.933333333333333,2.411666666666666,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,11.639800388605549,0.1926935710877494,15,2.933333333333333,True
15,9,0.8330976046441976,11.074881698934906,0.0362689107240414,0.1875956695660181,0.0042429274130618,11,14.2,37,33.4,3.272727272727273,2.4110930735930736,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,11.074881698934906,0.1875956695660181,11,3.272727272727273,True
18,2,0.8570157357201215,22.10088563976107,0.0,0.2913666375921845,0.0,101,101.0,102,102.0,1.00990099009901,1.00990099009901,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,22.10088563976107,0.2913666375921845,101,1.00990099009901,True
18,3,0.8570157357201215,19.09460024252045,0.0010254422974027,0.2397688820635912,0.0004955047208554,49,49.8,102,102.0,2.0816326530612246,2.0483265306122447,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,19.09460024252045,0.2397688820635912,49,2.0816326530612246,True
18,4,0.8570157357201215,16.544271285863946,0.0071596129491664,0.2229079389532101,0.001564847473411,29,31.8,73,70.2,2.5172413793103448,2.2148119122257053,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,16.544271285863946,0.2229079389532101,29,2.5172413793103448,True
18,5,0.8570157357201215,15.282638676501051,0.035868054262223,0.2067765859283471,0.006775651618326,16,18.8,72,65.4,4.0625,3.4964451570101724,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,15.282638676501051,0.2067765859283471,16,4.0625,True
18,6,0.8570157357201215,14.14165642252812,0.0551051780163212,0.1810440635982495,0.0046111297527764,16,19.8,46,44.4,2.8125,2.27370984278879,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,14.14165642252812,0.1810440635982495,16,2.8125,True
18,7,0.8570157357201215,13.14099872736902,0.017867430400376,0.1864338703492304,0.0012971106396242,15,15.6,40,39.4,2.6666666666666665,2.5283333333333333,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,13.14099872736902,0.1864338703492304,15,2.6666666666666665,True
18,8,0.8570157357201215,12.47392319438372,0.0666260302069223,0.1817510898594573,0.0038378390354278,15,15.6,36,35.2,2.4,2.26,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,12.47392319438372,0.1817510898594573,15,2.4,True
18,9,0.8570157357201215,11.852945960564009,0.0698607383209991,0.1804320988569515,0.0050946145125593,14,15.6,31,29.6,2.2142857142857144,1.905357142857143,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,11.852945960564009,0.1804320988569515,14,2.2142857142857144,True
20,2,0.8699079238582174,22.584915899195614,0.0,0.2870419919195426,0.0,101,101.0,102,102.0,1.00990099009901,1.00990099009901,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,22.584915899195614,0.2870419919195426,101,1.00990099009901,True
20,3,0.8699079238582174,19.575748497201975,0.0008128953872167,0.2363188424149748,0.0008802112875023,48,49.0,102,102.0,2.125,2.082326530612245,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,19.575748497201975,0.2363188424149748,48,2.125,True
20,4,0.8699079238582174,17.031437245393676,0.0172967168945631,0.21755096214407,0.0036867876123214,29,32.4,73,69.6,2.5172413793103448,2.1711632635770566,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,17.031437245393676,0.21755096214407,29,2.5172413793103448,True
20,5,0.8699079238582174,15.770083193160854,0.0454525597334938,0.2012255519285104,0.0074274271474978,16,18.2,72,64.8,4.125,3.6169486215538846,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,15.770083193160854,0.2012255519285104,16,4.125,True
20,6,0.8699079238582174,14.587798049373458,0.0090822292750538,0.1777875237747884,0.0009674306291761,19,19.8,46,44.8,2.4210526315789473,2.268671679197995,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,14.587798049373458,0.1777875237747884,19,2.4210526315789473,True
20,7,0.8699079238582174,13.605325895276303,0.0215603306127337,0.1814946718311033,0.0014222338372765,15,15.8,44,41.6,2.933333333333333,2.6366666666666667,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,13.605325895276303,0.1814946718311033,15,2.933333333333333,True
20,8,0.8699079238582174,12.926912208114992,0.0587208424788263,0.1779268111488076,0.0018437640801287,14,15.2,39,35.8,2.7857142857142856,2.3679761904761905,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,12.926912208114992,0.1779268111488076,14,2.7857142857142856,True
20,9,0.8699079238582174,12.3032932467847,0.0791956896287154,0.1734541379223287,0.0035727714672273,14,15.2,33,30.4,2.1333333333333333,2.0016666666666665,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,12.3032932467847,0.1734541379223287,14,2.1333333333333333,True
25,2,0.8957564118492616,23.55490052386267,0.0,0.2787276603117911,0.0,101,101.0,102,102.0,1.00990099009901,1.00990099009901,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,23.55490052386267,0.2787276603117911,101,1.00990099009901,True
25,3,0.8957564118492616,20.543703901970503,0.0006614445206777,0.227128242488671,0.0008383228150298,48,49.4,102,102.0,2.125,2.065326530612245,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,20.543703901970503,0.227128242488671,48,2.125,True
25,4,0.8957564118492616,17.988842187388162,0.0053700127794809,0.2101380424418617,0.001348262809905,30,31.8,72,70.2,2.4,2.2119281524926686,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,17.988842187388162,0.2101380424418617,30,2.4,True
25,5,0.8957564118492616,16.765313038516528,0.0480962050090927,0.1854929746800105,0.0072661376206406,17,19.4,70,55.8,4.117647058823529,2.9327731092436973,5,mocov3_vit_small,MoCo v3 ViT Small,/Volumes/ssd/thesis_organization/ndb_ufes_data_organizer/results/phase2_tuning/phase2_all_results_mocov3_vit_small_averaged.csv,16.765313038516528,0.1854929746800105,17,4.117647058823529,True
