pca_components,kmeans_clusters,pca_explained_var,inertia_mean,inertia_std,silhouette_mean,silhouette_std,min_cluster_size_min,min_cluster_size_mean,max_cluster_size_max,max_cluster_size_mean,cluster_size_ratio_max,cluster_size_ratio_mean,runs,model_name,model_display,source_file,inertia_value,silhouette_value,min_cluster_size,cluster_size_ratio,fold_eligible
2,2,0.3504834443021943,4362.6041927750375,0.0,0.4148545305852457,0.0,99,99.0,104,104.0,1.0505050505050506,1.0505050505050506,5,vit_base_patch16_224,ViT Base Patch 16 224,results/phase2/tuning/phase2_all_results_vit_base_patch16_224_averaged.csv,4362.6041927750375,0.4148545305852457,99,1.0505050505050506,True
2,5,0.3504834443021943,1602.5901049396357,1.636687199783429,0.405956507614276,0.0003511919890802,29,29.8,54,49.2,1.862068965517241,1.6524137931034484,5,vit_base_patch16_224,ViT Base Patch 16 224,results/phase2/tuning/phase2_all_results_vit_base_patch16_224_averaged.csv,1602.5901049396357,0.405956507614276,29,1.862068965517241,True
2,4,0.3504834443021943,2214.038630445028,0.4777463501411845,0.3946001381446787,0.0002751609124658,36,36.0,69,69.0,1.9166666666666667,1.9166666666666667,5,vit_base_patch16_224,ViT Base Patch 16 224,results/phase2/tuning/phase2_all_results_vit_base_patch16_224_averaged.csv,2214.038630445028,0.3946001381446787,36,1.9166666666666667,True
3,6,0.4405898279454622,2330.6307952903844,0.0864668588248339,0.3733531062671612,0.0002663134643731,20,20.0,50,49.4,2.5,2.47,5,vit_base_patch16_224,ViT Base Patch 16 224,results/phase2/tuning/phase2_all_results_vit_base_patch16_224_averaged.csv,2330.6307952903844,0.3733531062671612,20,2.5,True
3,5,0.4405898279454622,2816.684414497304,0.056379990447046,0.3669856350782035,0.0001351935567478,20,20.0,55,55.0,2.75,2.75,5,vit_base_patch16_224,ViT Base Patch 16 224,results/phase2/tuning/phase2_all_results_vit_base_patch16_224_averaged.csv,2816.684414497304,0.3669856350782035,20,2.75,True
2,4,0.8016267133679807,2396.9111386140626,0.3350011502417878,0.4102353757561828,0.0004000258744035,20,20.0,75,73.6,3.75,3.68,5,ctranspath,CTransPath,results/phase2/tuning/phase2_all_results_ctranspath_averaged.csv,2396.9111386140626,0.4102353757561828,20,3.75,True
2,3,0.8016267133679807,3147.4734898383504,0.0,0.4006583495041475,0.0,41,41.0,86,86.0,2.097560975609756,2.097560975609756,5,ctranspath,CTransPath,results/phase2/tuning/phase2_all_results_ctranspath_averaged.csv,3147.4734898383504,0.4006583495041475,41,2.097560975609756,True
2,5,0.8016267133679807,1881.576565218583,0.0,0.3874089993118929,0.0,19,19.0,55,55.0,2.8947368421052633,2.8947368421052633,5,ctranspath,CTransPath,results/phase2/tuning/phase2_all_results_ctranspath_averaged.csv,1881.576565218583,0.3874089993118929,19,2.8947368421052633,True
2,6,0.8016267133679807,1612.2978234671095,2.2153891107013166,0.379981160395505,0.002508758910255,11,13.4,55,55.0,5.0,4.142857142857143,5,ctranspath,CTransPath,results/phase2/tuning/phase2_all_results_ctranspath_averaged.csv,1612.2978234671095,0.379981160395505,11,5.0,True
3,4,0.847159061494191,2778.4679225454065,0.5453272782306207,0.3773220868582004,0.000139781254953,19,19.0,72,70.4,3.789473684210526,3.705263157894737,5,ctranspath,CTransPath,results/phase2/tuning/phase2_all_results_ctranspath_averaged.csv,2778.4679225454065,0.3773220868582004,19,3.789473684210526,True
3,3,0.847159061494191,3613.365059382172,0.0,0.377107910211438,0.0,41,41.0,87,87.0,2.1219512195121952,2.1219512195121952,5,ctranspath,CTransPath,results/phase2/tuning/phase2_all_results_ctranspath_averaged.csv,3613.365059382172,0.377107910211438,41,2.1219512195121952,True
2,7,0.8016267133679807,1397.5049538454628,8.128879203217517,0.3757845216222902,0.0004794371031039,5,8.6,55,55.0,11.0,6.844444444444444,5,ctranspath,CTransPath,results/phase2/tuning/phase2_all_results_ctranspath_averaged.csv,1397.5049538454628,0.3757845216222902,5,11.0,False
2,2,0.8016267133679807,5032.564716260264,0.399158233197081,0.3654832859024498,9.167765119683056e-05,92,92.6,111,110.4,1.2065217391304348,1.1922861150070123,5,ctranspath,CTransPath,results/phase2/tuning/phase2_all_results_ctranspath_averaged.csv,5032.564716260264,0.3654832859024498,92,1.2065217391304348,True
4,3,0.882083797205801,3979.7255310917726,0.0,0.3571077335412441,0.0,41,41.0,87,87.0,2.1219512195121952,2.1219512195121952,5,ctranspath,CTransPath,results/phase2/tuning/phase2_all_results_ctranspath_averaged.csv,3979.7255310917726,0.3571077335412441,41,2.1219512195121952,True
3,5,0.847159061494191,2258.249931626532,3.3210015328630047,0.3562645822432799,0.0020704883212085,15,16.6,57,55.4,3.8,3.3873684210526314,5,ctranspath,CTransPath,results/phase2/tuning/phase2_all_results_ctranspath_averaged.csv,2258.249931626532,0.3562645822432799,15,3.8,True
2,2,0.7983775695363493,421.3128641000291,0.0,0.970165433764418,0.0,1,1.0,202,202.0,202.0,202.0,5,swin_base_patch4_window7_224,Swin Base Patch4 Window7 224,results/phase2/tuning/phase2_all_results_swin_base_patch4_window7_224_averaged.csv,421.3128641000291,0.970165433764418,1,202.0,False
3,2,0.846331841478262,623.9573167568484,0.0,0.960253706454375,0.0,1,1.0,202,202.0,202.0,202.0,5,swin_base_patch4_window7_224,Swin Base Patch4 Window7 224,results/phase2/tuning/phase2_all_results_swin_base_patch4_window7_224_averaged.csv,623.9573167568484,0.960253706454375,1,202.0,False
4,2,0.864934910310669,702.5180370882023,0.0,0.957864313340152,0.0,1,1.0,202,202.0,202.0,202.0,5,swin_base_patch4_window7_224,Swin Base Patch4 Window7 224,results/phase2/tuning/phase2_all_results_swin_base_patch4_window7_224_averaged.csv,702.5180370882023,0.957864313340152,1,202.0,False
5,2,0.8809703412633876,770.2817552491032,0.0,0.956577638777676,0.0,1,1.0,202,202.0,202.0,202.0,5,swin_base_patch4_window7_224,Swin Base Patch4 Window7 224,results/phase2/tuning/phase2_all_results_swin_base_patch4_window7_224_averaged.csv,770.2817552491032,0.956577638777676,1,202.0,False
6,2,0.8915654234626158,815.0523047701236,0.0,0.9546482396189184,0.0,1,1.0,202,202.0,202.0,202.0,5,swin_base_patch4_window7_224,Swin Base Patch4 Window7 224,results/phase2/tuning/phase2_all_results_swin_base_patch4_window7_224_averaged.csv,815.0523047701236,0.9546482396189184,1,202.0,False
7,2,0.9004948220686945,852.7862259384158,0.0,0.953539816428537,0.0,1,1.0,202,202.0,202.0,202.0,5,swin_base_patch4_window7_224,Swin Base Patch4 Window7 224,results/phase2/tuning/phase2_all_results_swin_base_patch4_window7_224_averaged.csv,852.7862259384158,0.953539816428537,1,202.0,False
8,2,0.9083284052070356,885.8893326813593,0.0,0.952749024976091,0.0,1,1.0,202,202.0,202.0,202.0,5,swin_base_patch4_window7_224,Swin Base Patch4 Window7 224,results/phase2/tuning/phase2_all_results_swin_base_patch4_window7_224_averaged.csv,885.8893326813593,0.952749024976091,1,202.0,False
10,2,0.9218720182689154,943.1217551546094,0.0,0.9508311288932972,0.0,1,1.0,202,202.0,202.0,202.0,5,swin_base_patch4_window7_224,Swin Base Patch4 Window7 224,results/phase2/tuning/phase2_all_results_swin_base_patch4_window7_224_averaged.csv,943.1217551546094,0.9508311288932972,1,202.0,False
12,2,0.9309483157671414,981.4757429147288,0.0,0.949532533596438,0.0,1,1.0,202,202.0,202.0,202.0,5,swin_base_patch4_window7_224,Swin Base Patch4 Window7 224,results/phase2/tuning/phase2_all_results_swin_base_patch4_window7_224_averaged.csv,981.4757429147288,0.949532533596438,1,202.0,False
15,2,0.9410507008182932,1024.16333655654,0.0,0.9480642379205096,0.0,1,1.0,202,202.0,202.0,202.0,5,swin_base_patch4_window7_224,Swin Base Patch4 Window7 224,results/phase2/tuning/phase2_all_results_swin_base_patch4_window7_224_averaged.csv,1024.16333655654,0.9480642379205096,1,202.0,False
