pca_components,kmeans_clusters,pca_explained_var,inertia_mean,inertia_std,silhouette_mean,silhouette_std,min_cluster_size_min,min_cluster_size_mean,max_cluster_size_max,max_cluster_size_mean,cluster_size_ratio_max,cluster_size_ratio_mean,runs
2,2,0.37349145909455567,283.50039420567225,0.0,0.5279402553186235,0.0,96,96.0,107,107.0,1.1145833333333333,1.1145833333333333,5
2,3,0.37349145909455567,171.27823367455167,0.009065265626402547,0.48886883680502236,0.0010512708463877476,45,45.6,91,90.4,2.022222222222222,1.9828019323671497,5
2,4,0.37349145909455567,124.94671889764837,0.0,0.436758060481094,0.0,34,34.0,67,67.0,1.9705882352941178,1.9705882352941178,5
2,5,0.37349145909455567,103.83773247831282,0.3941700773973674,0.37448971540165843,0.002173893434970971,26,27.4,64,60.6,2.3076923076923075,2.214131054131054,5
2,6,0.37349145909455567,88.13478568471723,0.35091241678148455,0.3531684076473417,0.0033376305209309206,22,22.2,49,48.2,2.227272727272727,2.1715415019762845,5
2,7,0.37349145909455567,75.27287294999982,0.4223597172961928,0.36003609550325016,0.0036115542185774442,18,19.4,49,45.0,2.7222222222222223,2.356132756132756,5
2,8,0.37349145909455567,62.95565119429087,0.18129084915257107,0.3758793256138235,0.0030146967029056836,18,18.2,41,39.4,2.2777777777777777,2.166081871345029,5
2,9,0.37349145909455567,56.66600708780091,0.3110124930897179,0.3706102167395816,0.0072830051573277285,11,14.2,43,38.2,3.8181818181818183,2.7747627372627375,5
3,2,0.4519188895869967,429.74235973786983,0.0,0.44741593327843326,0.0,98,98.0,105,105.0,1.0714285714285714,1.0714285714285714,5
3,3,0.4519188895869967,314.5752555672688,0.0,0.3967779966110411,0.0,46,46.0,97,97.0,2.108695652173913,2.108695652173913,5
3,4,0.4519188895869967,250.9711208916181,0.021056520917824017,0.33847481274584823,0.0006598644919631584,38,38.6,64,63.4,1.6842105263157894,1.642914979757085,5
3,5,0.4519188895869967,206.42904272722453,0.07319189799647198,0.31847858851714184,0.0012031679311852192,32,33.0,63,61.4,1.96875,1.8634358288770052,5
3,6,0.4519188895869967,176.47211488297089,0.08143841548232161,0.32451887475155256,0.0009107582260735285,19,19.2,47,46.8,2.473684210526316,2.438947368421053,5
3,7,0.4519188895869967,158.41978910458278,0.2626593635147449,0.3130578566894304,0.0011609446823702158,19,21.4,47,46.8,2.473684210526316,2.2068649885583524,5
3,8,0.4519188895869967,143.72392824774093,1.1889447839233234,0.3145968046706858,0.005319471365032638,12,15.8,47,44.4,3.9166666666666665,2.8723039215686272,5
3,9,0.4519188895869967,132.87783407910803,0.9342136070793801,0.30992251313089875,0.004357576426509674,11,12.4,46,42.4,3.8333333333333335,3.465454545454546,5
4,2,0.5041624708604503,530.6570215221616,0.0,0.4013491542874864,0.0,98,98.0,105,105.0,1.0714285714285714,1.0714285714285714,5
4,3,0.5041624708604503,415.4625262291731,0.0006035034187515339,0.3432830482942064,9.135324672425465e-05,45,45.4,98,97.6,2.1777777777777776,2.150144927536232,5
4,4,0.5041624708604503,351.85082061348953,0.15538586729680554,0.2772576571556231,6.219389599179087e-05,38,39.6,64,62.4,1.6842105263157894,1.5768421052631578,5
4,5,0.5041624708604503,306.2040497985063,0.07463119307774672,0.2610028258486163,0.0001144864390981588,26,26.8,65,63.0,2.4615384615384617,2.3515669515669515,5
4,6,0.5041624708604503,276.4120938167137,0.7270511654592371,0.2601149965962871,0.006499448173633992,19,21.2,49,48.6,2.526315789473684,2.3146475279106857,5
4,7,0.5041624708604503,255.72699940013712,0.8424008517583459,0.24319914252065397,0.004510319794249173,17,21.0,47,43.2,2.6470588235294117,2.0983324808184145,5
4,8,0.5041624708604503,236.2520387336827,2.4974064953478816,0.24451665372918896,0.0057496253605621205,7,13.6,45,42.2,5.714285714285714,3.517710084033614,5
4,9,0.5041624708604503,221.87140571387266,1.224087583214975,0.23322027510551205,0.009346929843287279,7,11.2,36,34.0,5.142857142857143,3.3855411255411254,5
5,2,0.5489161514380522,615.2840914636604,0.0,0.3751712496400987,0.0,100,100.0,103,103.0,1.03,1.03,5
5,3,0.5489161514380522,491.354227833113,0.0,0.3246673225278117,0.0,41,41.0,101,101.0,2.4634146341463414,2.4634146341463414,5
5,4,0.5489161514380522,417.7031486111785,0.20432519873537267,0.2666877198763326,0.0025948130350226207,39,39.8,61,60.6,1.564102564102564,1.525700655933214,5
5,5,0.5489161514380522,367.30373997669454,0.050456923166810205,0.2519106170124129,0.0009612020929850168,28,28.4,59,59.0,2.107142857142857,2.07807881773399,5
5,6,0.5489161514380522,325.780098366557,0.9049905583839875,0.25319155485052536,0.0016115506751569354,26,26.8,44,43.2,1.6923076923076923,1.6142857142857143,5
5,7,0.5489161514380522,303.6382718649492,1.3758533924055913,0.25447031014888966,0.008222670056971965,16,18.2,44,43.4,2.75,2.3961988304093564,5
5,8,0.5489161514380522,282.8549082359639,1.3530385491681771,0.23083628916904514,0.008239131046928715,15,17.6,41,36.8,2.2777777777777777,2.0902717578259375,5
5,9,0.5489161514380522,267.70262359896407,1.5823041139755212,0.2298903892872773,0.005237119182952687,12,13.0,41,35.4,3.1538461538461537,2.728937728937729,5
6,2,0.5861079273894567,684.800775555645,0.0,0.35607142367440525,0.0,100,100.0,103,103.0,1.03,1.03,5
6,3,0.5861079273894567,560.5900256578125,0.0,0.3010571439421816,0.0,41,41.0,101,101.0,2.4634146341463414,2.4634146341463414,5
6,4,0.5861079273894567,483.00892950331854,0.08700229418849151,0.24914479434291187,0.0028858737426771227,39,39.4,64,62.4,1.641025641025641,1.5852407754846778,5
6,5,0.5861079273894567,429.44168045015556,0.6476784236179273,0.23066056291642237,0.0035910596997199037,24,27.0,58,58.0,2.4166666666666665,2.1866935483870966,5
6,6,0.5861079273894567,381.4283995323466,0.5593007324853091,0.24073283249831814,0.003608522092636481,23,24.2,46,45.0,2.0,1.8653846153846154,5
6,7,0.5861079273894567,355.61562244010054,2.613319604552635,0.22941197474618763,0.00777971955743557,18,20.8,45,41.6,2.3684210526315788,2.015274021681344,5
6,8,0.5861079273894567,335.372674020596,1.549006120508752,0.2158915884205507,0.00959981075037314,14,16.4,42,38.0,2.625,2.3347744360902256,5
6,9,0.5861079273894567,315.7308371017729,1.476398133021169,0.21873660390561037,0.009647800792253794,10,11.8,42,37.8,3.727272727272727,3.254545454545455,5
7,2,0.6183811784300848,747.2250390682602,0.08450152445565053,0.33745519272575997,7.420959854421787e-05,100,100.2,103,102.8,1.03,1.025980198019802,5
7,3,0.6183811784300848,622.8993477166115,0.02669104655842701,0.2799788823897045,0.00030790437780623466,41,42.6,101,101.0,2.4634146341463414,2.371752694271129,5
7,4,0.6183811784300848,545.1473509296636,0.11202731229747184,0.2272740423065133,0.003298871129270779,39,40.4,64,60.6,1.641025641025641,1.505287395531298,5
7,5,0.6183811784300848,491.6647300061442,0.32125664193599107,0.2130540297875673,0.0037328975229986108,23,25.4,64,62.4,2.782608695652174,2.5066877470355733,5
7,6,0.6183811784300848,440.74640650981036,0.3828059979596007,0.21870939493954528,0.0034921142205763017,23,24.6,47,44.0,2.0434782608695654,1.7965161649944261,5
7,7,0.6183811784300848,415.8148531533964,2.4504385578731838,0.20675117983434127,0.006410235559391358,18,20.0,46,41.6,2.4444444444444446,2.095826687931951,5
7,8,0.6183811784300848,391.03672549282146,2.102070501904423,0.1945151424868728,0.014428925055187253,14,16.8,43,36.0,2.8666666666666667,2.1963074352548038,5
7,9,0.6183811784300848,370.50501368453433,1.206027655564265,0.19195977337623224,0.006036742589958508,10,12.0,43,33.4,4.3,2.855238095238095,5
8,2,0.6422928733983052,792.9418545016199,0.0,0.3255953950103842,0.0,100,100.0,103,103.0,1.03,1.03,5
8,3,0.6422928733983052,667.2978042187545,0.06925243712044932,0.2720971781613713,0.001644297330379931,47,47.2,102,101.6,2.1702127659574466,2.1527482269503544,5
8,4,0.6422928733983052,589.0580085039034,0.20573481029652366,0.21597497680010708,0.0036698784068726425,39,40.2,64,62.0,1.641025641025641,1.5482517482517482,5
8,5,0.6422928733983052,533.8076595578782,0.17676023652641337,0.2210871139990535,0.013333310067572423,25,27.6,60,59.0,2.36,2.1530185185185187,5
8,6,0.6422928733983052,480.9353361564443,1.8608040662879175,0.21005176806287257,0.0017933744485222102,20,24.4,48,43.2,2.4,1.8059426660296225,5
8,7,0.6422928733983052,452.3420393228069,0.2932771748404572,0.19847866766298222,0.0017248208798362307,14,19.4,45,43.8,3.142857142857143,2.3308897243107767,5
8,8,0.6422928733983052,429.7865718222515,3.262242937023244,0.18992822898760447,0.006941752519893363,16,17.6,42,40.2,2.5625,2.300219298245614,5
8,9,0.6422928733983052,407.6191855178887,1.3196868588184982,0.1948352741704961,0.009135525813977577,7,10.6,43,38.0,6.142857142857143,3.832907092907093,5
10,2,0.6862749787228342,877.7922238625455,0.05568553253816549,0.305709019138985,0.00011327781502717817,100,100.4,103,102.6,1.03,1.021960396039604,5
10,3,0.6862749787228342,751.2720881141747,0.0,0.24712249995738717,0.0,43,43.0,101,101.0,2.3488372093023258,2.3488372093023258,5
10,4,0.6862749787228342,671.7889550402575,0.9673354056619046,0.19711285244442095,0.0017939245667189124,37,38.8,65,63.4,1.7567567567567568,1.6383667557159214,5
10,5,0.6862749787228342,614.5814202891745,0.49354999449928155,0.20550334699595812,0.0021625532799122863,25,26.0,59,58.0,2.36,2.23211396011396,5
10,6,0.6862749787228342,564.2034856718758,11.291832152380556,0.1868142868720662,0.013631210381589097,22,24.6,45,44.2,2.0454545454545454,1.8032447552447555,5
