pca_components,kmeans_clusters,pca_explained_var,inertia_mean,inertia_std,silhouette_mean,silhouette_std,min_cluster_size_min,min_cluster_size_mean,max_cluster_size_max,max_cluster_size_mean,cluster_size_ratio_max,cluster_size_ratio_mean,runs
2,2,0.3622572545293913,2284.232831029401,0.0,0.5297701511828922,0.0,100,100.0,103,103.0,1.03,1.03,5
2,3,0.3622572545293913,1263.8725517303888,0.0,0.5422897037178036,0.0,45,45.0,102,102.0,2.2666666666666666,2.2666666666666666,5
2,4,0.3622572545293913,821.406272107346,0.10600129000264827,0.5104594855984683,0.0009490962293542208,34,34.4,69,68.6,2.0294117647058822,1.9947899159663867,5
2,5,0.3622572545293913,590.294896524427,0.058378144574072,0.4933221050288582,0.0010236651135241011,22,22.8,69,68.2,3.090909090909091,2.992094861660079,5
2,6,0.3622572545293913,502.28152922064857,0.7336146437484656,0.4371791633143432,0.022445170406393433,17,21.2,68,49.6,4.0,2.4185770750988143,5
2,7,0.3622572545293913,415.560255958791,0.4742220301679299,0.41074357344694634,0.0022627431596057308,17,17.0,42,41.2,2.4705882352941178,2.4235294117647057,5
2,8,0.3622572545293913,364.7694563543188,0.46135493765789665,0.4225633710269462,0.0019674090280732224,6,8.0,40,40.0,6.666666666666667,5.165079365079365,5
2,9,0.3622572545293913,331.30606945536624,5.116799808303759,0.4045821987794211,0.008238767542323675,6,7.8,40,38.0,6.666666666666667,4.972222222222222,5
3,2,0.4297990422223793,3252.9177249866407,0.0,0.44194367285578373,0.0,100,100.0,103,103.0,1.03,1.03,5
3,3,0.4297990422223793,2217.207959722293,0.0,0.44045470285690114,0.0,47,47.0,102,102.0,2.1702127659574466,2.1702127659574466,5
3,4,0.4297990422223793,1717.2088825256596,0.7087261946111115,0.3858417205624255,0.0007544540627635754,38,38.8,66,65.2,1.736842105263158,1.6821052631578948,5
3,5,0.4297990422223793,1445.2273966349578,0.5742348169763556,0.399633210280941,0.000849248532076136,25,25.0,54,52.6,2.16,2.104,5
3,6,0.4297990422223793,1211.8779391167086,10.650478144688464,0.37316313620748554,0.0042939026562538495,22,22.2,51,51.0,2.3181818181818183,2.29802371541502,5
3,7,0.4297990422223793,1018.1987794283948,3.223362675148295,0.3886659028400584,0.0023748590493043098,12,14.2,51,51.0,4.25,3.658424908424908,5
3,8,0.4297990422223793,932.1755953936265,1.9835437987947842,0.37483051123842503,0.0050579507627935985,12,13.4,52,50.4,4.333333333333333,3.808424908424908,5
3,9,0.4297990422223793,856.2706700951865,5.5705285710052435,0.33845207329385163,0.021880048217715817,11,13.4,51,38.8,4.636363636363637,3.0015034965034966,5
4,2,0.4888329902826383,4097.117648537839,0.0,0.3874772563131036,0.0,100,100.0,103,103.0,1.03,1.03,5
4,3,0.4888329902826383,3033.4321206929158,0.0,0.3764132824935881,0.0,48,48.0,102,102.0,2.125,2.125,5
4,4,0.4888329902826383,2464.0306248292004,0.16401930501085163,0.3271240718094337,4.72952832483368e-05,41,41.0,61,61.0,1.4878048780487805,1.4878048780487805,5
4,5,0.4888329902826383,2132.8334854771383,0.3384869484436282,0.33380651871896444,0.0006582704769310076,26,26.2,51,51.0,1.9615384615384615,1.9470085470085468,5
4,6,0.4888329902826383,1917.9187606261899,8.267301809429924,0.2909513809301084,0.0018684014352456858,20,24.4,45,42.2,2.25,1.755809488418184,5
4,7,0.4888329902826383,1704.3310734961747,3.284700498344076,0.3046674207750165,0.0027955783587828614,11,14.0,43,40.4,3.909090909090909,2.9474134199134197,5
4,8,0.4888329902826383,1499.3547024652528,1.92728664999248,0.3133596981343608,0.0031387122135039056,14,15.6,40,37.6,2.857142857142857,2.425546218487395,5
4,9,0.4888329902826383,1399.9094322804594,5.379065848283679,0.30442655511488387,0.006055372097234903,11,12.6,39,37.2,3.3636363636363638,2.970895770895771,5
5,2,0.5454754673825496,4894.400949895834,0.0,0.35685927257405564,0.0,100,100.0,103,103.0,1.03,1.03,5
5,3,0.5454754673825496,3753.5657735970526,0.0,0.3514819129132186,0.0,46,46.0,103,103.0,2.239130434782609,2.239130434782609,5
5,4,0.5454754673825496,3012.9482881091635,0.22997206090456615,0.32579350446919175,0.0004219284554729756,36,36.8,67,66.2,1.8611111111111112,1.7992492492492491,5
5,5,0.5454754673825496,2610.3766915915485,0.4564605197574424,0.33056729349144104,0.00011511707091217429,31,31.8,54,53.4,1.7419354838709677,1.6796370967741936,5
5,6,0.5454754673825496,2338.167399908726,3.032200326929883,0.3275729506963313,0.02328843540401528,15,18.4,51,48.8,3.4,2.9016666666666664,5
5,7,0.5454754673825496,2090.400093925976,1.931482540223122,0.2919566688354184,0.002671168727676223,13,15.0,40,38.8,3.0,2.6025,5
5,8,0.5454754673825496,1891.277414622357,3.612131303798102,0.29998425199496037,0.0011663915284113766,11,13.2,38,35.8,3.272727272727273,2.7712662337662337,5
5,9,0.5454754673825496,1766.0492177484314,11.351795019250368,0.2866321056840374,0.008611529077533974,10,11.4,39,35.4,3.7,3.1485081585081582,5
6,2,0.5922805414515516,5565.920287920233,0.0,0.32669960173135176,0.0,100,100.0,103,103.0,1.03,1.03,5
6,3,0.5922805414515516,4419.720924028137,0.0,0.3186367356702453,0.0,47,47.0,103,103.0,2.1914893617021276,2.1914893617021276,5
6,4,0.5922805414515516,3672.6309008500893,0.8080021910621112,0.29168189072176864,0.0011390247117467607,34,34.4,69,68.6,2.0294117647058822,1.995751633986928,5
6,5,0.5922805414515516,3286.0643986620003,33.50281181542685,0.286817045539429,0.006265076796863729,19,28.6,52,51.8,2.736842105263158,1.8833361629881153,5
6,6,0.5922805414515516,2984.839670733717,5.162470928457381,0.25841501263539823,0.0034815106825486592,21,25.6,46,43.4,2.0,1.7105616605616607,5
6,7,0.5922805414515516,2728.019409416679,9.765833976323583,0.26171521062867786,0.0046912892208642795,14,15.0,47,44.6,3.357142857142857,3.003781512605042,5
6,8,0.5922805414515516,2507.5214189948792,5.4147668428172215,0.26047412088389194,0.003266220478615475,15,15.0,41,39.6,2.7333333333333334,2.6399999999999997,5
6,9,0.5922805414515516,2345.0374052087295,4.170241057241915,0.2550170469937125,0.0035795776174993837,11,13.4,39,37.2,3.3636363636363638,2.805914085914086,5
7,2,0.6220934984752527,5991.795414590149,0.0,0.311216579408853,0.0,100,100.0,103,103.0,1.03,1.03,5
7,3,0.6220934984752527,4842.807095969739,0.4094001492233331,0.3001450323203957,0.00032357209556453377,47,48.6,103,103.0,2.1914893617021276,2.1199305254016503,5
7,4,0.6220934984752527,4072.6470579043917,0.0,0.2713478492137059,0.0,39,39.0,64,64.0,1.641025641025641,1.641025641025641,5
7,5,0.6220934984752527,3653.1323185028705,2.3068876545569785,0.2735979520202631,0.0007140083759503569,33,33.4,54,52.6,1.6363636363636365,1.5748663101604277,5
7,6,0.6220934984752527,3354.0145358720447,27.494916953309833,0.2480409677551349,0.02110975817727678,15,21.0,50,44.8,3.3333333333333335,2.2438064859117492,5
7,7,0.6220934984752527,3076.488718327068,15.41366844057413,0.25221461404811085,0.004305967618041462,14,15.0,46,45.0,3.2857142857142856,3.0063095238095237,5
7,8,0.6220934984752527,2838.007648070787,9.993931326028383,0.24541033886107688,0.004479283001555011,13,14.8,43,39.0,3.076923076923077,2.6596703296703295,5
7,9,0.6220934984752527,2686.5427229996676,22.99575937320647,0.23900283830875288,0.006087640519520582,12,13.6,43,37.6,3.0833333333333335,2.77989010989011,5
8,2,0.6490271665213296,6377.8608582630295,0.0,0.29789217480758223,0.0,100,100.0,103,103.0,1.03,1.03,5
8,3,0.6490271665213296,5228.155206162568,0.006807754101297609,0.28502327280846784,0.00037561487186181183,48,48.4,103,103.0,2.1458333333333335,2.128316326530612,5
8,4,0.6490271665213296,4457.709487623767,0.5983841859510396,0.2568344440244849,0.0016345650937006617,34,37.0,69,66.0,2.0294117647058822,1.7963800904977376,5
8,5,0.6490271665213296,4028.3389388600626,14.085460111997627,0.25829785398960414,0.0014496907197711812,24,30.4,54,52.6,2.2083333333333335,1.7573484848484848,5
8,6,0.6490271665213296,3699.215995145509,10.52931665572229,0.23352824922715726,0.0010739538699171527,16,21.4,49,44.8,2.875,2.1443809523809523,5
8,7,0.6490271665213296,3428.918414354351,23.16538180522824,0.23206926104761388,0.006557226610151902,15,17.2,48,40.6,2.8666666666666667,2.3796929824561404,5
8,8,0.6490271665213296,3139.184155245147,5.368767300015927,0.23525050826779376,0.0023076340938122954,14,15.4,38,36.4,2.642857142857143,2.378886554621849,5
8,9,0.6490271665213296,2994.540917691279,14.944501213999148,0.22824305186564162,0.0033020807367675625,4,11.6,37,35.0,8.75,3.8535714285714286,5
10,2,0.6917372782248352,6984.142978505644,0.0,0.2807120674570806,0.0,100,100.0,103,103.0,1.03,1.03,5
10,3,0.6917372782248352,5833.694342518941,0.3518856867123019,0.26646431505728485,0.00045304129867877025,46,48.0,103,103.0,2.239130434782609,2.146975746820467,5
10,4,0.6917372782248352,5058.08518303753,0.7480766406410025,0.23648530942210017,0.0012624834484712293,34,35.0,69,68.0,2.0294117647058822,1.9517345399698338,5
10,5,0.6917372782248352,4600.939281087971,1.1927394664952207,0.2375307539364032,0.0002033725131453786,33,33.0,54,51.8,1.6363636363636365,1.5696969696969698,5
10,6,0.6917372782248352,4286.747493234105,21.049077631874358,0.21317095589582183,0.005086878497660009,22,22.4,47,44.2,2.1363636363636362,1.9731225296442687,5
10,7,0.6917372782248352,3989.6908924845507,13.03158358165483,0.213756996472797,0.004917725582535007,14,17.0,46,42.0,3.2857142857142856,2.5554761904761905,5
10,8,0.6917372782248352,3724.535540710701,44.43349224888564,0.2097050015637661,0.006774206425881873,15,15.6,39,37.0,2.533333333333333,2.3776960784313728,5
10,9,0.6917372782248352,3545.4263961542447,13.5584150446327,0.20419189022694853,0.004822165845627149,6,12.8,36,35.4,5.666666666666667,3.1308333333333334,5
12,2,0.7228811709982295,7430.652063070983,0.0,0.26851286965499077,0.0,100,100.0,103,103.0,1.03,1.03,5
12,3,0.7228811709982295,6274.4685954651995,0.5865018698455566,0.25270363165984944,0.000229601403875409,47,47.6,103,103.0,2.1914893617021276,2.164095744680851,5
12,4,0.7228811709982295,5493.9009322646,0.3870308683229668,0.22168629421254032,0.00036067267205190873,38,38.6,65,64.4,1.7105263157894737,1.668825910931174,5
12,5,0.7228811709982295,5048.2069834353415,16.478783421507146,0.2253754620219306,0.0009225617302066576,20,30.2,55,53.6,2.7,1.8493841642228737,5
12,6,0.7228811709982295,4728.648800746903,20.916775555203326,0.19846663782768367,0.006543228796364351,22,24.6,46,41.4,2.0,1.7070689655172415,5
12,7,0.7228811709982295,4424.110463811159,10.532399645174545,0.20061004631617335,0.004854248329481616,13,17.8,46,40.8,3.5384615384615383,2.4085296282664705,5
12,8,0.7228811709982295,4145.750869954613,16.61763539602259,0.19735687911246053,0.002586541614936295,12,15.0,42,39.0,3.5,2.6441666666666666,5
12,9,0.7228811709982295,3990.010517301625,15.702220444286143,0.1864040289214349,0.0037793478289042527,10,12.8,42,37.6,3.5,3.0166666666666666,5
