pca_components,kmeans_clusters,pca_explained_var,inertia,silhouette
25,8,0.8895742678614583,12055.115664881308,0.29842890083648543
25,9,0.8895742678614583,11293.222617682526,0.295745442348614
30,2,0.9054547080395474,26906.97939493694,0.4373966683694045
30,3,0.9054547080395474,20465.49781838336,0.35895462342929046
30,4,0.9054547080395474,17480.226189437915,0.3074970003647285
30,5,0.9054547080395474,15792.765056955855,0.29800036374278893
30,6,0.9054547080395474,14430.79640512398,0.2968513061834168
30,7,0.9054547080395474,13537.761258661772,0.30160366894620905
30,8,0.9054547080395474,12795.29022547991,0.2916413581310569
30,9,0.9054547080395474,11970.60723739241,0.2879557332086138
