pca_components,kmeans_clusters,pca_explained_var,inertia,silhouette
2,2,0.6567979739756211,11.71143775379616,0.8001246498990152
2,3,0.6567979739756211,1.3881525968793706,0.8011340217996812
2,4,0.6567979739756211,0.8807436371768752,0.6803472351843205
2,5,0.6567979739756211,0.5340176673269492,0.62015367694879
2,6,0.6567979739756211,0.39874658449185796,0.6038530515195364
2,7,0.6567979739756211,0.3011436729980799,0.5366724262402007
2,8,0.6567979739756211,0.2644028413840714,0.508097835499915
2,9,0.6567979739756211,0.22877906300089296,0.49192104222221716
3,2,0.7196331588185736,16.590776986734753,0.7423777253092203
3,3,0.7196331588185736,6.037778201924502,0.6435728639423066
3,4,0.7196331588185736,4.294569777724464,0.5735112416847701
3,5,0.7196331588185736,2.586467458479182,0.5436429791171193
3,6,0.7196331588185736,1.9940694705067739,0.5308359702380825
3,7,0.7196331588185736,1.5057231951057364,0.505834382130361
3,8,0.7196331588185736,1.275925554385403,0.5051156299669132
3,9,0.7196331588185736,1.1126694565805724,0.48998226049983734
4,2,0.7647643783463383,20.102398066660108,0.707325679132334
4,3,0.7647643783463383,9.481368773329645,0.5590992780969125
4,4,0.7647643783463383,7.556029458840436,0.48929543528221
4,5,0.7647643783463383,5.754159360425031,0.441945573818716
4,6,0.7647643783463383,4.69822425917485,0.44416397813532393
4,7,0.7647643783463383,3.768187836669705,0.44768699870078554
4,8,0.7647643783463383,3.1872324962434164,0.45527334645237677
4,9,0.7647643783463383,2.809266258415278,0.44967248599050463
5,2,0.7997065280273455,22.82202188103638,0.6831866340801707
5,3,0.7997065280273455,12.194342994114262,0.5068237424610402
5,4,0.7997065280273455,10.179372550666702,0.4354674073596897
5,5,0.7997065280273455,8.288327330996696,0.3848228781270841
5,6,0.7997065280273455,7.2015741591396445,0.3845163471170803
5,7,0.7997065280273455,6.246875876496402,0.3790033242755491
5,8,0.7997065280273455,5.558879929476147,0.3894606584714019
5,9,0.7997065280273455,4.943563234458492,0.39153440208970924
6,2,0.8176844207048383,24.22110877532059,0.6719880770416407
6,3,0.8176844207048383,13.592017211312044,0.4850989405094248
6,4,0.8176844207048383,11.532246643744735,0.4123491183123605
6,5,0.8176844207048383,9.641227138648322,0.36534943081432486
6,6,0.8176844207048383,8.557426681916883,0.36046637099457557
6,7,0.8176844207048383,7.505031261220355,0.36133312883483426
6,8,0.8176844207048383,6.858051957004567,0.35886545327203245
6,9,0.8176844207048383,6.201948581357887,0.3641613157697443
7,2,0.8339282962269323,25.48434581105115,0.6625648835353466
7,3,0.8339282962269323,14.852769581434577,0.46866886506615335
7,4,0.8339282962269323,12.781977713064439,0.3957528105595274
7,5,0.8339282962269323,10.848815812516447,0.3503551910302959
7,6,0.8339282962269323,9.616706697732097,0.3499305926284801
7,7,0.8339282962269323,8.58051643964428,0.3463082341575636
7,8,0.8339282962269323,7.9097572390743185,0.34593664103093286
7,9,0.8339282962269323,7.278879788034239,0.3450846564524257
8,2,0.8481318952597864,26.589782738602356,0.654574212922984
8,3,0.8481318952597864,15.957318512700056,0.4551178494464895
8,4,0.8481318952597864,13.88652491970122,0.3824304339127893
8,5,0.8481318952597864,11.945850156152767,0.33536323029900994
8,6,0.8481318952597864,10.662600236547956,0.3353281473000999
8,7,0.8481318952597864,9.645697273142257,0.3292632443867687
8,8,0.8481318952597864,8.919153519765057,0.3315382103786971
8,9,0.8481318952597864,8.275642909069962,0.33004420636470383
10,2,0.8695990924644821,28.260635404671063,0.6430358522546424
10,3,0.8695990924644821,17.62667276358118,0.43690836762615637
10,4,0.8695990924644821,15.47277679769103,0.3708999619586092
10,5,0.8695990924644821,13.466788047978909,0.32464553319241224
10,6,0.8695990924644821,12.119042005637374,0.3250143152807154
10,7,0.8695990924644821,11.082720235870053,0.31721956359745546
10,8,0.8695990924644821,10.390633843134125,0.31702405910475273
10,9,0.8695990924644821,9.722012857051528,0.3193063418200521
12,2,0.8869365052223619,29.609675627374248,0.6342033761330232
12,3,0.8869365052223619,18.97479525799741,0.42436249622336863
12,4,0.8869365052223619,16.79480108171618,0.36267284874518074
12,5,0.8869365052223619,14.764414118142952,0.31510216159758253
12,6,0.8869365052223619,13.392232974047356,0.3147396786515847
12,7,0.8869365052223619,12.349848316703902,0.3055217625582239
12,8,0.8869365052223619,11.571662103537054,0.3069844145872332
12,9,0.8869365052223619,10.899395725529143,0.3062117294220685
15,2,0.9053371063142984,31.041825171236656,0.6253558025500584
15,3,0.9053371063142984,20.405465505126063,0.4122013550039251
15,4,0.9053371063142984,18.190663433946078,0.35155526312326363
15,5,0.9053371063142984,16.13499580833855,0.3063448843886171
15,6,0.9053371063142984,14.765624654447738,0.303897954266747
15,7,0.9053371063142984,13.688122212344982,0.2940821776379196
15,8,0.9053371063142984,12.897579321864356,0.29686861290698674
15,9,0.9053371063142984,12.235859885607605,0.29545428100700255
18,2,0.9190213430001689,32.106882884053036,0.6188449830965606
18,3,0.9190213430001689,21.47009916941052,0.4034166704590968
18,4,0.9190213430001689,19.24902052213313,0.3444835534092488
18,5,0.9190213430001689,17.180667512470418,0.30007956934505065
18,6,0.9190213430001689,15.802218202109646,0.2963992602627661
18,7,0.9190213430001689,14.72205269147192,0.2866788248399893
18,8,0.9190213430001689,13.86923898544867,0.28833236915745186
18,9,0.9190213430001689,13.113385789923868,0.29522886472383075
20,2,0.9261304036282976,32.66020012965517,0.6155591802860735
20,3,0.9261304036282976,22.02283846783024,0.3992721375487132
20,4,0.9261304036282976,19.793782321253982,0.34118124363700064
20,5,0.9261304036282976,17.725547521414097,0.2949047585572379
20,6,0.9261304036282976,16.341798797004977,0.29176042701493143
20,7,0.9261304036282976,15.242145252366782,0.28271832167877525
20,8,0.9261304036282976,14.386650429012548,0.28564647418296607
20,9,0.9261304036282976,13.637177103472098,0.2887313526100128
25,2,0.9401890075651907,33.75440591916654,0.6092230886875679
25,3,0.9401890075651907,23.11674372557507,0.3913872161653238
25,4,0.9401890075651907,20.881370836550467,0.33516109197956867
25,5,0.9401890075651907,18.809265388101156,0.2879937850431309
25,6,0.9401890075651907,17.42147981671648,0.2863983759644922
25,7,0.9401890075651907,16.313462149749846,0.2769993995047318
25,8,0.9401890075651907,15.457689198172059,0.27836997741997527
25,9,0.9401890075651907,14.679460588898191,0.2805158709872332
30,2,0.9504711618683203,34.554695831081354,0.6046194492040886
30,3,0.9504711618683203,23.916729288459138,0.3856691216698479
30,4,0.9504711618683203,21.681090961903365,0.32950851933600184
30,5,0.9504711618683203,19.60504937989603,0.2845329406275404
30,6,0.9504711618683203,18.220335445647557,0.2816425337382157
30,7,0.9504711618683203,17.101254451222957,0.2716388587598836
30,8,0.9504711618683203,16.224207077718773,0.2729052224656322
30,9,0.9504711618683203,15.491353053470027,0.27200567784539004
