pca_components,kmeans_clusters,pca_explained_var,inertia,silhouette,min_cluster_size,max_cluster_size,cluster_size_ratio,run,random_state
2,2,0.3383158796514987,2596.6031117901757,0.536994090130785,97,106,1.092783505154639,3,44
2,3,0.3383158796514987,1655.5699318874827,0.4926194427837654,51,93,1.8235294117647058,3,44
2,4,0.3383158796514987,1097.0969674802836,0.4514374046668696,39,62,1.5897435897435896,3,44
2,5,0.3383158796514987,897.8816581028032,0.4175176685401267,27,50,1.8518518518518519,3,44
2,6,0.3383158796514987,745.0039255216266,0.3827801725906544,25,45,1.8,3,44
2,7,0.3383158796514987,631.4570222323653,0.38701461606268706,18,34,1.8888888888888888,3,44
2,8,0.3383158796514987,546.684678203148,0.37190843622503517,17,31,1.8235294117647058,3,44
2,9,0.3383158796514987,490.1842081841519,0.36141724562770877,10,32,3.2,3,44
3,2,0.4030675216150633,3882.536950476841,0.44865615856470137,98,105,1.0714285714285714,3,44
3,3,0.4030675216150633,2921.5387425007293,0.3878527904894369,52,93,1.7884615384615385,3,44
3,4,0.4030675216150633,2360.910971125407,0.3261534058380696,39,60,1.5384615384615385,3,44
3,5,0.4030675216150633,1901.9038246571408,0.3527502927864132,28,63,2.25,3,44
3,6,0.4030675216150633,1621.1886207939522,0.34835672094119385,22,45,2.0454545454545454,3,44
3,7,0.4030675216150633,1444.8465905300022,0.33508059790094463,19,45,2.3684210526315788,3,44
3,8,0.4030675216150633,1308.408656266054,0.30507367294887827,19,35,1.8421052631578947,3,44
3,9,0.4030675216150633,1193.8155348513064,0.3081848585625445,11,35,3.1818181818181817,3,44
4,2,0.4565426715066891,4863.753331084019,0.4155802731842324,100,103,1.03,3,44
4,3,0.4565426715066891,3893.2960779480345,0.3488935004003085,49,99,2.020408163265306,3,44
4,4,0.4565426715066891,3058.1422485892017,0.3079907472547801,42,61,1.4523809523809523,3,44
4,5,0.4565426715066891,2608.6323991650443,0.321647952459488,26,57,2.1923076923076925,3,44
4,6,0.4565426715066891,2269.053072756281,0.3137369918123168,24,45,1.875,3,44
4,7,0.4565426715066891,2011.6332875646804,0.3239785696075497,15,45,3.0,3,44
4,8,0.4565426715066891,1836.2252190647187,0.3084496394810454,10,39,3.9,3,44
4,9,0.4565426715066891,1667.9179046795193,0.29237739966744214,10,34,3.4,3,44
5,2,0.5034450164991953,5795.055335925586,0.3792245232926232,100,103,1.03,3,44
5,3,0.5034450164991953,4736.541246978364,0.317488406331327,45,100,2.2222222222222223,3,44
5,4,0.5034450164991953,3885.799655626117,0.27639973339446644,42,61,1.4523809523809523,3,44
5,5,0.5034450164991953,3325.895651207664,0.29643043934080854,28,55,1.9642857142857142,3,44
5,6,0.5034450164991953,2852.7477157830353,0.30452665465116435,26,41,1.5769230769230769,3,44
5,7,0.5034450164991953,2652.270115559489,0.28973113243125215,15,41,2.7333333333333334,3,44
5,8,0.5034450164991953,2417.650974985037,0.28303039902936467,15,39,2.6,3,44
5,9,0.5034450164991953,2267.056933834405,0.25105268178514056,10,33,3.3,3,44
6,2,0.5409603694742314,6534.198408463313,0.3536770912122896,100,103,1.03,3,44
6,3,0.5409603694742314,5480.294729602661,0.28822575434784525,46,100,2.1739130434782608,3,44
6,4,0.5409603694742314,4624.0252178803785,0.24903857104645816,42,61,1.4523809523809523,3,44
