pca_components,kmeans_clusters,pca_explained_var,inertia,silhouette,run,random_state
2,2,0.3383158796514987,2596.6031117901757,0.536994090130785,5,46
2,3,0.3383158796514987,1656.3737646678856,0.4924594759997924,5,46
2,4,0.3383158796514987,1096.077466295911,0.45690356155053746,5,46
2,5,0.3383158796514987,897.2681560735489,0.4098513828607563,5,46
2,6,0.3383158796514987,746.2854734339364,0.3800726456696051,5,46
2,7,0.3383158796514987,630.6770600147033,0.3931220827779464,5,46
2,8,0.3383158796514987,545.5605016630448,0.37307410209699404,5,46
2,9,0.3383158796514987,489.47072520634924,0.36597340341887924,5,46
3,2,0.4030675216150633,3882.398237035997,0.44832982322232634,5,46
3,3,0.4030675216150633,2921.0795504289604,0.3876449665477593,5,46
3,4,0.4030675216150633,2358.984468015848,0.3277926286233411,5,46
3,5,0.4030675216150633,1900.2104258704785,0.3494169875567773,5,46
3,6,0.4030675216150633,1620.783725644741,0.34718291394732465,5,46
3,7,0.4030675216150633,1450.8772170458444,0.3288088333761243,5,46
3,8,0.4030675216150633,1314.772369532313,0.3111666005012769,5,46
3,9,0.4030675216150633,1192.4215250352659,0.31169735175244,5,46
4,2,0.4565426715066891,4863.753331084019,0.4155802731842324,5,46
4,3,0.4565426715066891,3893.4408873360044,0.34849047648794723,5,46
4,4,0.4565426715066891,3058.358630539905,0.3081955916118996,5,46
4,5,0.4565426715066891,2609.4716528696754,0.3180261556780003,5,46
4,6,0.4565426715066891,2265.2378094694727,0.3090654642025729,5,46
4,7,0.4565426715066891,2028.0180302437934,0.32316536955117664,5,46
4,8,0.4565426715066891,1845.8086601009957,0.29974492500192046,5,46
4,9,0.4565426715066891,1665.518375065422,0.2923292764473381,5,46
5,2,0.5034450164991953,5795.055335925586,0.3792245232926232,5,46
5,3,0.5034450164991953,4736.541246978364,0.317488406331327,5,46
5,4,0.5034450164991953,3885.799655626117,0.27639973339446644,5,46
5,5,0.5034450164991953,3325.895651207664,0.29643043934080854,5,46
5,6,0.5034450164991953,2853.1058344610587,0.30350913792648393,5,46
5,7,0.5034450164991953,2617.106763806588,0.2959688801205,5,46
5,8,0.5034450164991953,2430.03165175889,0.2815778655202096,5,46
5,9,0.5034450164991953,2293.702684969563,0.25229805107244513,5,46
6,2,0.5409603694742314,6534.198408463313,0.3536770912122896,5,46
6,3,0.5409603694742314,5480.294729602661,0.28822575434784525,5,46
6,4,0.5409603694742314,4624.0252178803785,0.24903857104645816,5,46
6,5,0.5409603694742314,4019.0933353104197,0.2699851184362802,5,46
6,6,0.5409603694742314,3553.5941869787785,0.275986992397495,5,46
6,7,0.5409603694742314,3307.5458521548067,0.26244963080462497,5,46
6,8,0.5409603694742314,3112.6136997695744,0.2551172733559165,5,46
6,9,0.5409603694742314,2913.1340603928516,0.24871138936524587,5,46
7,2,0.572259006349848,7154.718227698631,0.3346460521198168,5,46
7,3,0.572259006349848,6095.247592145035,0.26602152177975186,5,46
7,4,0.572259006349848,5238.8966730228685,0.23153344192536554,5,46
7,5,0.572259006349848,4628.967155853497,0.25097028929069476,5,46
7,6,0.572259006349848,4160.575134053,0.25309713718847443,5,46
7,7,0.572259006349848,3894.892536937544,0.24161963709328516,5,46
7,8,0.572259006349848,3683.5885623330323,0.23769369960851433,5,46
7,9,0.572259006349848,3499.867802489807,0.21053517682362674,5,46
8,2,0.5986474514952724,7677.155650658104,0.32031238981158383,5,46
8,3,0.5986474514952724,6604.022474863999,0.251805324667996,5,46
8,4,0.5986474514952724,5734.9839899192075,0.21693496851823127,5,46
8,5,0.5986474514952724,5113.63199192515,0.2329202845562432,5,46
8,6,0.5986474514952724,4624.224360631542,0.23504149983891023,5,46
8,7,0.5986474514952724,4371.040754911862,0.2236253685244987,5,46
8,8,0.5986474514952724,4149.122001391387,0.2201013132866999,5,46
8,9,0.5986474514952724,3987.4917058430283,0.2036252986625834,5,46
10,2,0.640842753362271,8511.718453271886,0.299068547361268,5,46
10,3,0.640842753362271,7430.224137559297,0.23015069077590455,5,46
10,4,0.640842753362271,6546.918449527379,0.19739623744463403,5,46
10,5,0.640842753362271,5909.730515432393,0.21197645503600063,5,46
10,6,0.640842753362271,5411.872157572278,0.21316203729778155,5,46
10,7,0.640842753362271,5137.537897619466,0.20268726488109853,5,46
10,8,0.640842753362271,4946.220759345003,0.17538364372655776,5,46
10,9,0.640842753362271,4714.815286980522,0.17658680192380058,5,46
12,2,0.6745907628815047,9180.849479151737,0.2841266020672278,5,46
12,3,0.6745907628815047,8099.318152177532,0.21307236664100465,5,46
12,4,0.6745907628815047,7206.6610453811845,0.1838822293574531,5,46
12,5,0.6745907628815047,6567.176498661405,0.19692338921776334,5,46
12,6,0.6745907628815047,6075.580221318181,0.1965273658541013,5,46
12,7,0.6745907628815047,5815.358724993046,0.18944446346703286,5,46
12,8,0.6745907628815047,5556.396357506919,0.1765030777506783,5,46
12,9,0.6745907628815047,5354.91137045761,0.16073725167376096,5,46
15,2,0.7146959894352135,9977.210074377623,0.2692241908390563,5,46
15,3,0.7146959894352135,8881.529814583817,0.19792902277180344,5,46
15,4,0.7146959894352135,7984.227112053427,0.17157809252510411,5,46
15,5,0.7146959894352135,7333.781330618689,0.18193204976404873,5,46
15,6,0.7146959894352135,6838.385559797245,0.18081274530973224,5,46
15,7,0.7146959894352135,6572.899528374102,0.16192415661385573,5,46
15,8,0.7146959894352135,6282.504841585922,0.16661593015866244,5,46
15,9,0.7146959894352135,6098.873452497144,0.13868500950868667,5,46
18,2,0.7472278741254238,10623.006265290496,0.2587669701401657,5,46
18,3,0.7472278741254238,9526.699782050164,0.1862706642031032,5,46
18,4,0.7472278741254238,8629.129079985829,0.16193213136985957,5,46
18,5,0.7472278741254238,7975.153674280541,0.17331563594168217,5,46
18,6,0.7472278741254238,7470.2808071849,0.16817549405433158,5,46
18,7,0.7472278741254238,7256.216612998827,0.15765197887753843,5,46
18,8,0.7472278741254238,6907.758986802368,0.15689850473759007,5,46
18,9,0.7472278741254238,6714.40202033216,0.13430807675486028,5,46
20,2,0.7644719051519413,10964.577812978598,0.2530551612203394,5,46
20,3,0.7644719051519413,9867.893085810225,0.18056957629061118,5,46
20,4,0.7644719051519413,8970.0523722654,0.1576835466056801,5,46
20,5,0.7644719051519413,8316.665728801312,0.16555824487625959,5,46
20,6,0.7644719051519413,7807.537336861069,0.1625182929014666,5,46
20,7,0.7644719051519413,7516.896892760321,0.15475292272721197,5,46
20,8,0.7644719051519413,7240.406277349866,0.15916912962501775,5,46
20,9,0.7644719051519413,7030.6667963267155,0.12355243982014874,5,46
25,2,0.8005540246977063,11680.806162549916,0.24239822152595297,5,46
25,3,0.8005540246977063,10580.255754714995,0.16921986565738104,5,46
25,4,0.8005540246977063,9681.171356007459,0.15072791243003908,5,46
25,5,0.8005540246977063,9016.693940899348,0.15777304121389307,5,46
25,6,0.8005540246977063,8502.885550588675,0.15153791917242754,5,46
25,7,0.8005540246977063,8210.192774612722,0.14776479709915707,5,46
25,8,0.8005540246977063,7916.561651897247,0.14340392540698593,5,46
25,9,0.8005540246977063,7716.972129006847,0.13692495928643914,5,46
30,2,0.8285433652509544,12236.203203268633,0.234563295390277,5,46
30,3,0.8285433652509544,11135.207428629457,0.16162452944584826,5,46
30,4,0.8285433652509544,10231.821439394298,0.14078634162470116,5,46
30,5,0.8285433652509544,9567.97443764029,0.1491794505399151,5,46
30,6,0.8285433652509544,9065.921632009664,0.1452833666612396,5,46
30,7,0.8285433652509544,8781.160613850601,0.1291219365865674,5,46
30,8,0.8285433652509544,8510.733184789038,0.1276516153944911,5,46
30,9,0.8285433652509544,8244.309933395158,0.12270101035523567,5,46
