pca_components,kmeans_clusters,pca_explained_var,inertia_mean,inertia_std,silhouette_mean,silhouette_std,runs
2,2,0.7718469225525996,15686.152395793975,0.0,0.4688153167329233,0.0,5
2,3,0.7718469225525996,11104.277469487977,3.810446878918194,0.3917502034622215,0.0009455921112410992,5
2,4,0.7718469225525996,7788.393998264704,0.8557948302451719,0.4075904759993163,0.00023699689369339658,5
2,5,0.7718469225525996,6332.661558935526,92.78807442474404,0.41156222344854027,0.007988477601012027,5
2,6,0.7718469225525996,5247.930979295388,20.57503935511235,0.40566473441529044,0.002694813762214281,5
2,7,0.7718469225525996,4375.467564640769,6.0236438150022815,0.38332879747015836,0.0026193251698784343,5
2,8,0.7718469225525996,3750.7950745615717,19.29422147960857,0.3951754044143606,0.003019375831847554,5
2,9,0.7718469225525996,3332.1560203770678,15.32701309089276,0.387713841814024,0.004177077617059027,5
3,2,0.8402546895891552,18670.09549164121,0.0,0.428594850442299,0.0,5
3,3,0.8402546895891552,14076.76110703321,2.2249731011464964,0.33504864169659676,0.00035813823617256407,5
3,4,0.8402546895891552,10738.415058212604,1.580646955494338,0.3405429657258206,0.0007569518589430414,5
3,5,0.8402546895891552,9253.139775449823,86.57116993688338,0.3423671586484482,0.008018923883779245,5
3,6,0.8402546895891552,8177.106205247948,58.56434587097529,0.3142719731083049,0.015658241809612502,5
3,7,0.8402546895891552,7226.223972266234,33.4109301043087,0.2932093927535012,0.004404234533051663,5
3,8,0.8402546895891552,6427.577123692183,26.38709222787544,0.31118493178199536,0.00352557760202808,5
3,9,0.8402546895891552,5871.1466747518125,65.38584160890402,0.30972977951159936,0.00956744769107341,5
4,2,0.8945248429555972,21039.763825094626,0.0,0.40351594730867096,0.0,5
4,3,0.8945248429555972,16429.543007591008,5.656261510903743,0.3038183491174568,0.0021643948566315613,5
4,4,0.8945248429555972,13080.054605041401,0.0,0.2989851971799981,0.0,5
4,5,0.8945248429555972,11555.241477147025,107.81875171044499,0.29372360564159405,0.006941110123081113,5
4,6,0.8945248429555972,10312.77934964766,46.50246612261462,0.28224329695000444,0.0028059234397696995,5
4,7,0.8945248429555972,9450.350753481369,18.48442407266203,0.2410066979229606,0.0034959335394116643,5
4,8,0.8945248429555972,8687.037110492218,40.658526643751394,0.25893314109539883,0.01872790982652646,5
4,9,0.8945248429555972,8037.438324973011,80.50520261715945,0.25979497809262575,0.005782645326579565,5
5,2,0.9262165306714147,22417.239651716158,2.2525667831005416,0.3919372721291771,0.0010118150962598808,5
5,3,0.9262165306714147,17549.322547092986,2.0466940038585304,0.2943616948929769,0.0017553511443783828,5
5,4,0.9262165306714147,13855.720303506823,2.9422332141501606,0.2956999472043915,0.00030156230392802886,5
5,5,0.9262165306714147,12228.342097711058,5.936943615519558,0.2940384747039798,0.0002154352757902718,5
5,6,0.9262165306714147,10948.617389346655,21.32247376379749,0.27715262522046447,0.0019604560028587425,5
5,7,0.9262165306714147,10083.914578095428,20.68433057608122,0.23690485109757406,0.0027785224771580902,5
5,8,0.9262165306714147,9331.982807629442,34.826593751626106,0.24106455578861308,0.003315862322306697,5
5,9,0.9262165306714147,8653.145602665354,41.58021398578192,0.24384283238114346,0.004212968315063925,5
6,2,0.9434499794652422,23164.13003778655,0.31952945973022157,0.386447296158813,0.0002515047191558103,5
6,3,0.9434499794652422,18301.39195133846,5.458022808165004,0.2848673149610795,0.0021010204611306596,5
6,4,0.9434499794652422,14571.12990687935,3.2705258985061874,0.2867465866950899,0.00040219742170573996,5
6,5,0.9434499794652422,12934.24899566475,28.203803979446338,0.28551266631179073,0.0010836461970604259,5
6,6,0.9434499794652422,11648.174412144577,64.62446079919546,0.2673659010657655,0.0021625989096104663,5
6,7,0.9434499794652422,10780.793958987524,19.78746813539586,0.22461303699288301,0.0021404012887018503,5
6,8,0.9434499794652422,10053.660718352094,60.070794313527614,0.23567270246277347,0.010156170510953334,5
6,9,0.9434499794652422,9323.809448949685,148.76200924282492,0.23368764628037403,0.011100450852120561,5
7,2,0.9589205939870278,23836.534829563454,1.6604053591372048,0.3789887445332563,0.0007969205511240233,5
7,3,0.9589205939870278,18971.955826797122,3.8734125103600907,0.2752402196363203,0.0013377981730700356,5
7,4,0.9589205939870278,15237.497747455642,18.258846409619967,0.2773581681788061,0.0005777434941820778,5
7,5,0.9589205939870278,13625.083271945845,59.13490537618976,0.2714611584068375,0.0050058778260144935,5
7,6,0.9589205939870278,12261.45432737837,8.102546788836486,0.25793566752129937,0.0011679528056479046,5
7,7,0.9589205939870278,11410.784334365706,15.123822770792925,0.23272772856258586,0.023837721087236887,5
7,8,0.9589205939870278,10648.410210362974,78.47176451912867,0.21869033698085066,0.007440592184014343,5
7,9,0.9589205939870278,10043.714829467306,69.70636162514052,0.2276981275621064,0.010243192227174193,5
8,2,0.9697216159585136,24299.178903195494,1.752901213635271,0.3768798070803574,0.0008404855055980156,5
8,3,0.9697216159585136,19429.17760097494,1.1115949537840508,0.27054180447520115,0.001035133321596564,5
8,4,0.9697216159585136,15699.78442196647,16.63460053525671,0.2722094252640268,0.000647270746048682,5
8,5,0.9697216159585136,14089.971789408408,49.27144579140333,0.2660799160787735,0.006762213798566769,5
8,6,0.9697216159585136,12718.790196287842,5.211780422305223,0.24886944848101988,0.002187875760952945,5
8,7,0.9697216159585136,11849.346399699765,47.102378025776595,0.2177648561912698,0.022114473641629398,5
8,8,0.9697216159585136,11051.911694563087,60.56476423824081,0.21639964158148678,0.005730444573307187,5
8,9,0.9697216159585136,10350.279220471613,129.68299717607502,0.22242262218032405,0.007115270403989882,5
10,2,0.9827059705657305,24864.256708891604,1.5842339213658767,0.37298702167756825,0.0007092417455689199,5
10,3,0.9827059705657305,19995.205843442815,4.63908445569427,0.2668133863793923,0.0020377750677123916,5
10,4,0.9827059705657305,16242.255830373853,2.441617768757282,0.26617281276915217,0.0004558536954678848,5
10,5,0.9827059705657305,14592.901517190674,6.186779559890605,0.2641147327655123,0.002242411614715531,5
10,6,0.9827059705657305,13242.708804455071,15.143900573201705,0.24419952128355024,0.002156369484409553,5
10,7,0.9827059705657305,12378.829416306191,62.8511745062925,0.21205092629835615,0.018716260883393326,5
10,8,0.9827059705657305,11538.494984591209,63.94622687257514,0.21017170386984202,0.005039029549596771,5
10,9,0.9827059705657305,10904.955690813464,149.6654000213801,0.20965270167106181,0.006481480165502764,5
12,2,0.9877069855575396,25077.5300618689,1.7316689222034147,0.3704965706206111,0.0006988289717788932,5
12,3,0.9877069855575396,20209.704261074097,4.550746329059395,0.26392384276040515,0.0017957419755445143,5
12,4,0.9877069855575396,16456.65660198073,2.312123282934111,0.2640979182734911,0.000454862521655663,5
12,5,0.9877069855575396,14798.648261474043,11.144201366379413,0.26211251772972366,0.0019785913482034552,5
12,6,0.9877069855575396,13447.918477207892,16.126034264183012,0.24171571065795877,0.0018244777701348174,5
12,7,0.9877069855575396,12541.230921165961,18.504912908838705,0.21986954065608355,0.022703675869411084,5
12,8,0.9877069855575396,11723.621820960976,38.12234084404094,0.21757769831365095,0.016967190704818176,5
12,9,0.9877069855575396,11047.346945186937,124.58965910566054,0.2083008562418193,0.006453643349958914,5
