pca_components,kmeans_clusters,pca_explained_var,inertia,silhouette,run
2,2,0.44071270225534764,581.8285220011778,0.48798538706133027,4
2,3,0.44071270225534764,149.45981916998073,0.6726226877754231,4
2,4,0.44071270225534764,89.76172374607134,0.5937473203555059,4
2,5,0.44071270225534764,67.26271089632742,0.5097529822939414,4
2,6,0.44071270225534764,53.04401945850768,0.4878554950275884,4
2,7,0.44071270225534764,43.68637873911462,0.4793651383199912,4
2,8,0.44071270225534764,38.62199702342744,0.4595056899738464,4
2,9,0.44071270225534764,33.30107487088898,0.45497008784512183,4
3,2,0.5135370282486919,761.8908306696793,0.4031816765990889,4
3,3,0.5135370282486919,328.144384774757,0.5660833339086251,4
3,4,0.5135370282486919,217.09094376241148,0.520973992375189,4
3,5,0.5135370282486919,160.02985719359137,0.49092946807903637,4
3,6,0.5135370282486919,138.76661413188177,0.4317711768288382,4
3,7,0.5135370282486919,121.28131616382453,0.40519453440619674,4
3,8,0.5135370282486919,106.03633790726708,0.40708608008794855,4
3,9,0.5135370282486919,93.72044231279285,0.40997411511767556,4
4,2,0.5726057194735916,904.0051796778332,0.3590560804794521,4
4,3,0.5726057194735916,471.13704450106576,0.5039268772797607,4
4,4,0.5726057194735916,357.8998032253072,0.46082297381005166,4
4,5,0.5726057194735916,291.91831339276877,0.41636556620456666,4
4,6,0.5726057194735916,240.9305417909859,0.414220386352991,4
4,7,0.5726057194735916,210.57644561151287,0.414229850101796,4
4,8,0.5726057194735916,190.66501309365555,0.38777192367548186,4
4,9,0.5726057194735916,176.56210405977816,0.3818014407732025,4
5,2,0.6114091120644792,999.4138864593301,0.33192313725169437,4
5,3,0.6114091120644792,566.0541512003713,0.4689551270672523,4
5,4,0.6114091120644792,450.72611583012775,0.42131541399698447,4
5,5,0.6114091120644792,379.9067550451942,0.3772843090275228,4
5,6,0.6114091120644792,327.77046797216667,0.37326823033979994,4
5,7,0.6114091120644792,293.57873445804904,0.37518986431751933,4
5,8,0.6114091120644792,270.3585992599247,0.34327035635769665,4
5,9,0.6114091120644792,251.77949671290966,0.3484377865441365,4
6,2,0.6429389307229472,1077.4607119371456,0.3141365639222329,4
6,3,0.6429389307229472,643.1409706146271,0.44650129997763083,4
6,4,0.6429389307229472,526.2455646822948,0.398433566319088,4
6,5,0.6429389307229472,454.4022604954599,0.3558411543606413,4
6,6,0.6429389307229472,399.7554390242795,0.35383564657792704,4
6,7,0.6429389307229472,352.97129427249865,0.3657261828703461,4
6,8,0.6429389307229472,327.77246981232156,0.341060664092089,4
6,9,0.6429389307229472,305.23106357121657,0.3400183734570377,4
7,2,0.6733773357179205,1150.723560864198,0.3034591597937336,4
