experiment,model,fold,validation_selected_fold,series,epoch,loss
Experiment 1,DenseNet-121,4,False,training,34,0.17487937025725842
Experiment 1,DenseNet-121,4,False,training,35,0.18727229069918394
Experiment 1,DenseNet-121,4,False,training,36,0.15130343203920693
Experiment 1,DenseNet-121,4,False,training,37,0.161210633503894
Experiment 1,DenseNet-121,4,False,training,38,0.17980515008925327
Experiment 1,DenseNet-121,4,False,training,39,0.1577110584559185
Experiment 1,DenseNet-121,4,False,training,40,0.1403715878924621
Experiment 1,DenseNet-121,4,False,training,41,0.13827585227166614
Experiment 1,DenseNet-121,4,False,training,42,0.1267269379681065
Experiment 1,DenseNet-121,4,False,training,43,0.11158618113646905
Experiment 1,DenseNet-121,4,False,training,44,0.11091907433278504
Experiment 1,DenseNet-121,4,False,validation,1,0.6344921603089287
Experiment 1,DenseNet-121,4,False,validation,2,0.6003683024928683
Experiment 1,DenseNet-121,4,False,validation,3,0.518132800857226
Experiment 1,DenseNet-121,4,False,validation,4,0.5831018693390346
Experiment 1,DenseNet-121,4,False,validation,5,0.5080595399652209
Experiment 1,DenseNet-121,4,False,validation,6,0.42484680456774576
Experiment 1,DenseNet-121,4,False,validation,7,0.44839533666769665
Experiment 1,DenseNet-121,4,False,validation,8,0.4237166676847708
Experiment 1,DenseNet-121,4,False,validation,9,0.4432903052795501
Experiment 1,DenseNet-121,4,False,validation,10,0.561347195435138
Experiment 1,DenseNet-121,4,False,validation,11,0.36412294883103596
Experiment 1,DenseNet-121,4,False,validation,12,0.3684648025248732
Experiment 1,DenseNet-121,4,False,validation,13,0.404688567277931
Experiment 1,DenseNet-121,4,False,validation,14,0.35559392294713427
Experiment 1,DenseNet-121,4,False,validation,15,0.4250737095162982
Experiment 1,DenseNet-121,4,False,validation,16,0.36723891078006654
Experiment 1,DenseNet-121,4,False,validation,17,0.35551186083328157
Experiment 1,DenseNet-121,4,False,validation,18,0.37311595403367565
Experiment 1,DenseNet-121,4,False,validation,19,0.3695320235565305
Experiment 1,DenseNet-121,4,False,validation,20,0.3462878991627977
Experiment 1,DenseNet-121,4,False,validation,21,0.4311201528069519
Experiment 1,DenseNet-121,4,False,validation,22,0.3653990895975204
Experiment 1,DenseNet-121,4,False,validation,23,0.3745040852753889
Experiment 1,DenseNet-121,4,False,validation,24,0.37505059795720236
Experiment 1,DenseNet-121,4,False,validation,25,0.36373398169165566
Experiment 1,DenseNet-121,4,False,validation,26,0.377818515258176
Experiment 1,DenseNet-121,4,False,validation,27,0.3598386070558003
Experiment 1,DenseNet-121,4,False,validation,28,0.34717240361940294
Experiment 1,DenseNet-121,4,False,validation,29,0.32381801520075115
Experiment 1,DenseNet-121,4,False,validation,30,0.3666415430960201
Experiment 1,DenseNet-121,4,False,validation,31,0.42037800788169816
Experiment 1,DenseNet-121,4,False,validation,32,0.369391914279688
Experiment 1,DenseNet-121,4,False,validation,33,0.3922317624092102
Experiment 1,DenseNet-121,4,False,validation,34,0.3653441976223673
Experiment 1,DenseNet-121,4,False,validation,35,0.3577008451379481
Experiment 1,DenseNet-121,4,False,validation,36,0.4335090922457831
Experiment 1,DenseNet-121,4,False,validation,37,0.38199276406140553
Experiment 1,DenseNet-121,4,False,validation,38,0.41942637839487623
Experiment 1,DenseNet-121,4,False,validation,39,0.36713813422691255
Experiment 1,DenseNet-121,4,False,validation,40,0.3780227344305742
Experiment 1,DenseNet-121,4,False,validation,41,0.3761423389826502
Experiment 1,DenseNet-121,4,False,validation,42,0.36873996080387206
Experiment 1,DenseNet-121,4,False,validation,43,0.35579354883659453
Experiment 1,DenseNet-121,4,False,validation,44,0.3486004290836198
Experiment 2,DenseNet-121,0,False,training,1,0.8081361470477921
Experiment 2,DenseNet-121,0,False,training,2,0.5942949496564411
Experiment 2,DenseNet-121,0,False,training,3,0.5184928558412052
Experiment 2,DenseNet-121,0,False,training,4,0.4438589284462588
Experiment 2,DenseNet-121,0,False,training,5,0.4278064966201782
Experiment 2,DenseNet-121,0,False,training,6,0.4012380222834292
Experiment 2,DenseNet-121,0,False,training,7,0.35426693347593147
Experiment 2,DenseNet-121,0,False,training,8,0.33514043493639856
Experiment 2,DenseNet-121,0,False,training,9,0.322854298122582
Experiment 2,DenseNet-121,0,False,training,10,0.3046663736126253
Experiment 2,DenseNet-121,0,False,training,11,0.2926146304678349
Experiment 2,DenseNet-121,0,False,training,12,0.2923530787229538
Experiment 2,DenseNet-121,0,False,training,13,0.2506923894619658
Experiment 2,DenseNet-121,0,False,training,14,0.21621630518209367
Experiment 2,DenseNet-121,0,False,training,15,0.22147835232317448
Experiment 2,DenseNet-121,0,False,training,16,0.2155791712658746
Experiment 2,DenseNet-121,0,False,validation,1,0.9240961110308057
Experiment 2,DenseNet-121,0,False,validation,2,0.940458615620931
Experiment 2,DenseNet-121,0,False,validation,3,0.9655796339114507
Experiment 2,DenseNet-121,0,False,validation,4,1.1161735909325736
Experiment 2,DenseNet-121,0,False,validation,5,1.0254377325375874
Experiment 2,DenseNet-121,0,False,validation,6,1.1273257654337656
Experiment 2,DenseNet-121,0,False,validation,7,1.1999388287464778
Experiment 2,DenseNet-121,0,False,validation,8,1.1645383004631316
Experiment 2,DenseNet-121,0,False,validation,9,1.2592951165778297
Experiment 2,DenseNet-121,0,False,validation,10,1.0648667897496904
Experiment 2,DenseNet-121,0,False,validation,11,1.1803572610730217
Experiment 2,DenseNet-121,0,False,validation,12,1.2894445365028722
Experiment 2,DenseNet-121,0,False,validation,13,1.1719116469224293
Experiment 2,DenseNet-121,0,False,validation,14,1.1843889753023784
Experiment 2,DenseNet-121,0,False,validation,15,1.180520195336569
Experiment 2,DenseNet-121,0,False,validation,16,1.2181690374300593
Experiment 2,DenseNet-121,1,False,training,1,0.8163154987352235
Experiment 2,DenseNet-121,1,False,training,2,0.6283261034460295
Experiment 2,DenseNet-121,1,False,training,3,0.5741378139881861
Experiment 2,DenseNet-121,1,False,training,4,0.4895311278246698
Experiment 2,DenseNet-121,1,False,training,5,0.4192807624737422
Experiment 2,DenseNet-121,1,False,training,6,0.4103840859163375
Experiment 2,DenseNet-121,1,False,training,7,0.38510800933554057
Experiment 2,DenseNet-121,1,False,training,8,0.37494883384732974
Experiment 2,DenseNet-121,1,False,training,9,0.3359539269336632
Experiment 2,DenseNet-121,1,False,training,10,0.3044442279885213
Experiment 2,DenseNet-121,1,False,training,11,0.2823049311659166
Experiment 2,DenseNet-121,1,False,training,12,0.3210998409915538
Experiment 2,DenseNet-121,1,False,training,13,0.24938898781935373
Experiment 2,DenseNet-121,1,False,training,14,0.241922194759051
Experiment 2,DenseNet-121,1,False,training,15,0.2132187724734346
Experiment 2,DenseNet-121,1,False,training,16,0.21667401465986455
Experiment 2,DenseNet-121,1,False,training,17,0.2177831031648176
Experiment 2,DenseNet-121,1,False,validation,1,0.7122977213426069
Experiment 2,DenseNet-121,1,False,validation,2,0.6786486858671362
Experiment 2,DenseNet-121,1,False,validation,3,0.69672553376718
Experiment 2,DenseNet-121,1,False,validation,4,0.7219089493155479
Experiment 2,DenseNet-121,1,False,validation,5,0.7203972387042913
Experiment 2,DenseNet-121,1,False,validation,6,0.8987124440344897
Experiment 2,DenseNet-121,1,False,validation,7,0.7268608808517456
Experiment 2,DenseNet-121,1,False,validation,8,0.7442037476734682
Experiment 2,DenseNet-121,1,False,validation,9,0.7584799368950453
Experiment 2,DenseNet-121,1,False,validation,10,0.8319695686752145
Experiment 2,DenseNet-121,1,False,validation,11,0.8793675567616116
Experiment 2,DenseNet-121,1,False,validation,12,0.8665774281729351
Experiment 2,DenseNet-121,1,False,validation,13,0.8537581959231333
Experiment 2,DenseNet-121,1,False,validation,14,0.8202779584310271
Experiment 2,DenseNet-121,1,False,validation,15,0.8067190599712458
Experiment 2,DenseNet-121,1,False,validation,16,0.8322047299959443
Experiment 2,DenseNet-121,1,False,validation,17,0.8494710244915702
Experiment 2,DenseNet-121,2,False,training,1,0.8408863885062081
Experiment 2,DenseNet-121,2,False,training,2,0.6509027676213355
Experiment 2,DenseNet-121,2,False,training,3,0.5479286568505424
Experiment 2,DenseNet-121,2,False,training,4,0.4741007440856525
Experiment 2,DenseNet-121,2,False,training,5,0.4693001895433381
Experiment 2,DenseNet-121,2,False,training,6,0.39417922940282596
Experiment 2,DenseNet-121,2,False,training,7,0.38818040561108363
Experiment 2,DenseNet-121,2,False,training,8,0.34111898126346724
Experiment 2,DenseNet-121,2,False,training,9,0.3166645509856088
Experiment 2,DenseNet-121,2,False,training,10,0.3087226143550305
Experiment 2,DenseNet-121,2,False,training,11,0.3444657762135778
Experiment 2,DenseNet-121,2,False,training,12,0.27783536316738244
Experiment 2,DenseNet-121,2,False,training,13,0.2760748717756498
Experiment 2,DenseNet-121,2,False,training,14,0.2417692050249094
Experiment 2,DenseNet-121,2,False,training,15,0.22113436371797607
Experiment 2,DenseNet-121,2,False,training,16,0.23058114391529844
Experiment 2,DenseNet-121,2,False,training,17,0.21495845913887024
Experiment 2,DenseNet-121,2,False,validation,1,0.7624576943261283
Experiment 2,DenseNet-121,2,False,validation,2,0.6742537376426515
Experiment 2,DenseNet-121,2,False,validation,3,0.7544445395469666
Experiment 2,DenseNet-121,2,False,validation,4,0.8716673070476169
Experiment 2,DenseNet-121,2,False,validation,5,0.7652342645894914
Experiment 2,DenseNet-121,2,False,validation,6,0.9608618943464189
Experiment 2,DenseNet-121,2,False,validation,7,0.9395000721727099
Experiment 2,DenseNet-121,2,False,validation,8,0.7783411223263967
Experiment 2,DenseNet-121,2,False,validation,9,0.9125159709226518
Experiment 2,DenseNet-121,2,False,validation,10,1.0028608285245442
Experiment 2,DenseNet-121,2,False,validation,11,0.8940448278472537
Experiment 2,DenseNet-121,2,False,validation,12,0.9845488135303769
Experiment 2,DenseNet-121,2,False,validation,13,0.9096749893256596
Experiment 2,DenseNet-121,2,False,validation,14,0.8766378632613591
Experiment 2,DenseNet-121,2,False,validation,15,0.9466580705983298
Experiment 2,DenseNet-121,2,False,validation,16,0.9900870351564317
Experiment 2,DenseNet-121,2,False,validation,17,1.0263195846761977
Experiment 2,DenseNet-121,3,True,training,1,0.8358406807695117
Experiment 2,DenseNet-121,3,True,training,2,0.6305856225746018
Experiment 2,DenseNet-121,3,True,training,3,0.5578635441405433
Experiment 2,DenseNet-121,3,True,training,4,0.4981672004574821
Experiment 2,DenseNet-121,3,True,training,5,0.47520604108770687
Experiment 2,DenseNet-121,3,True,training,6,0.40278568934826625
Experiment 2,DenseNet-121,3,True,training,7,0.3920541040244557
Experiment 2,DenseNet-121,3,True,training,8,0.3780598654633477
Experiment 2,DenseNet-121,3,True,training,9,0.3426238348086675
Experiment 2,DenseNet-121,3,True,training,10,0.3356614073827153
Experiment 2,DenseNet-121,3,True,training,11,0.3192396097417389
Experiment 2,DenseNet-121,3,True,training,12,0.2953653058835438
Experiment 2,DenseNet-121,3,True,training,13,0.2717497456996214
Experiment 2,DenseNet-121,3,True,training,14,0.2490090671039763
Experiment 2,DenseNet-121,3,True,training,15,0.22910053265236674
Experiment 2,DenseNet-121,3,True,training,16,0.2151815273932048
Experiment 2,DenseNet-121,3,True,training,17,0.21674393170646258
Experiment 2,DenseNet-121,3,True,validation,1,0.668442831507751
Experiment 2,DenseNet-121,3,True,validation,2,0.5738481410912105
Experiment 2,DenseNet-121,3,True,validation,3,0.5825503106628146
Experiment 2,DenseNet-121,3,True,validation,4,0.7153342253572884
Experiment 2,DenseNet-121,3,True,validation,5,0.7835959469278654
Experiment 2,DenseNet-121,3,True,validation,6,0.7087687204724976
Experiment 2,DenseNet-121,3,True,validation,7,0.6883800001537782
Experiment 2,DenseNet-121,3,True,validation,8,0.5838324119602996
Experiment 2,DenseNet-121,3,True,validation,9,0.7384684885674644
Experiment 2,DenseNet-121,3,True,validation,10,0.6529159418562249
Experiment 2,DenseNet-121,3,True,validation,11,0.7769302412807952
Experiment 2,DenseNet-121,3,True,validation,12,0.728183224996818
Experiment 2,DenseNet-121,3,True,validation,13,0.7031572719376223
Experiment 2,DenseNet-121,3,True,validation,14,0.673886157469713
Experiment 2,DenseNet-121,3,True,validation,15,0.6941631525017632
Experiment 2,DenseNet-121,3,True,validation,16,0.6699184280157733
Experiment 2,DenseNet-121,3,True,validation,17,0.69965067368702
Experiment 2,DenseNet-121,4,False,training,1,0.786971424307142
Experiment 2,DenseNet-121,4,False,training,2,0.5994004940702802
Experiment 2,DenseNet-121,4,False,training,3,0.5518118182108516
Experiment 2,DenseNet-121,4,False,training,4,0.4832982903435117
Experiment 2,DenseNet-121,4,False,training,5,0.4453576420034681
Experiment 2,DenseNet-121,4,False,training,6,0.40804128863272215
Experiment 2,DenseNet-121,4,False,training,7,0.38625433508838924
Experiment 2,DenseNet-121,4,False,training,8,0.3617975761493047
Experiment 2,DenseNet-121,4,False,training,9,0.32835343125320615
Experiment 2,DenseNet-121,4,False,training,10,0.2887962189103876
Experiment 2,DenseNet-121,4,False,training,11,0.31084707139858175
Experiment 2,DenseNet-121,4,False,training,12,0.26532822634492603
Experiment 2,DenseNet-121,4,False,training,13,0.23764773981557005
Experiment 2,DenseNet-121,4,False,training,14,0.24504453493725686
Experiment 2,DenseNet-121,4,False,training,15,0.22395113256892987
Experiment 2,DenseNet-121,4,False,training,16,0.21183471080093158
Experiment 2,DenseNet-121,4,False,training,17,0.20240187157122863
Experiment 2,DenseNet-121,4,False,validation,1,0.7777977486451467
Experiment 2,DenseNet-121,4,False,validation,2,0.7363585687818981
Experiment 2,DenseNet-121,4,False,validation,3,0.7531783942665372
Experiment 2,DenseNet-121,4,False,validation,4,0.7965008183604195
Experiment 2,DenseNet-121,4,False,validation,5,0.8764829734961191
Experiment 2,DenseNet-121,4,False,validation,6,0.7978076196852184
Experiment 2,DenseNet-121,4,False,validation,7,0.8776122877995173
Experiment 2,DenseNet-121,4,False,validation,8,0.8746346547490075
Experiment 2,DenseNet-121,4,False,validation,9,0.8316534984679449
Experiment 2,DenseNet-121,4,False,validation,10,0.8140549180763108
Experiment 2,DenseNet-121,4,False,validation,11,0.9456217501844678
Experiment 2,DenseNet-121,4,False,validation,12,0.9320356347376392
Experiment 2,DenseNet-121,4,False,validation,13,1.0850800627044268
Experiment 2,DenseNet-121,4,False,validation,14,1.0000673575060708
Experiment 2,DenseNet-121,4,False,validation,15,0.9766058992771876
Experiment 2,DenseNet-121,4,False,validation,16,0.9773743542886916
Experiment 2,DenseNet-121,4,False,validation,17,0.9654927580129533
