experiment,model,folds,balanced_accuracy_mean,balanced_accuracy_std,recall_mean,recall_std,precision_mean,precision_std,macro_f1_mean,macro_f1_std
Experiment 1,DenseNet-121,5,0.9171535834806891,0.004967458360282309,0.9171535834806891,0.004967458360282309,0.9015747262245469,0.004348785603539643,0.9086863580061484,0.003952151397154929
Experiment 1,MobileNetV2,5,0.905745702850042,0.005154697463220803,0.905745702850042,0.005154697463220803,0.8845737773057083,0.01095660769055894,0.893690170627751,0.008074743168300405
Experiment 1,ResNet-50,5,0.898599890146988,0.011211570220386264,0.898599890146988,0.011211570220386264,0.8831941700507924,0.009809857089774623,0.8897567635829489,0.009516517139984635
Experiment 2,DenseNet-121,5,0.5940549028856316,0.03177338395581062,0.5940549028856316,0.03177338395581062,0.5911573466808825,0.04302870732869781,0.5763735941711239,0.028169238567361022
Experiment 2,MobileNetV2,5,0.5707181017480395,0.01565495451436428,0.5707181017480395,0.01565495451436428,0.555623098678275,0.03656257180030278,0.5498880514665999,0.03490439239384713
Experiment 2,ResNet-50,5,0.5926701585617045,0.03176455339348272,0.5926701585617045,0.03176455339348272,0.5826465735061508,0.05206344767093801,0.5736107492069006,0.04330013880241226
